"year","sex","val","max","min","region_name"
2025,"Female",0.00174604749679765,0.00218255937099707,0.00130953562259824,"Mpumalanga"
2026,"Female",0.00174604749679765,0.00218255937099707,0.00130953562259824,"Mpumalanga"
2027,"Female",0.00174604749679765,0.00218255937099707,0.00130953562259824,"Mpumalanga"
2028,"Female",0.00174604749679765,0.00218255937099707,0.00130953562259824,"Mpumalanga"
2018,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2019,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2020,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2021,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2022,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2023,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2024,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2025,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2026,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2027,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
2028,"Male",0.00345743321193884,0.00432179151492355,0.00259307490895413,"Mpumalanga"
1990,"Female",0.00359656424697733,0.00449570530872166,0.002697423185233,"Western Cape"
1990,"Male",0.00683922452330869,0.00854903065413587,0.00512941839248152,"Western Cape"
1991,"Female",0.00392475259786425,0.00490594074733031,0.00294356444839819,"Western Cape"
1991,"Male",0.00673566515493721,0.00841958144367152,0.00505174886620291,"Western Cape"
1992,"Female",0.00385684166050252,0.00482105207562815,0.00289263124537689,"Western Cape"
1992,"Male",0.00684287211967815,0.00855359014959769,0.00513215408975861,"Western Cape"
1993,"Female",0.00381211906526091,0.00476514883157614,0.00285908929894568,"Western Cape"
1993,"Male",0.00584493301486457,0.00730616626858071,0.00438369976114843,"Western Cape"
1994,"Female",0.00371618226587111,0.00464522783233888,0.00278713669940333,"Western Cape"
1994,"Male",0.00639803656511638,0.00799754570639548,0.00479852742383729,"Western Cape"
1995,"Female",0.00293965785655194,0.00367457232068993,0.00220474339241396,"Western Cape"
1995,"Male",0.00688269304467807,0.00860336630584758,0.00516201978350855,"Western Cape"
1996,"Female",0.00263903782344556,0.00329879727930695,0.00197927836758417,"Western Cape"
1996,"Male",0.0067108100880276,0.0083885126100345,0.0050331075660207,"Western Cape"
1997,"Female",0.00348619350667076,0.00435774188333845,0.00261464513000307,"Western Cape"
1997,"Male",0.00756295716834859,0.00945369646043574,0.00567221787626144,"Western Cape"
1998,"Female",0.00324530768405594,0.00405663460506992,0.00243398076304195,"Western Cape"
1998,"Male",0.00686141060372917,0.00857676325466147,0.00514605795279688,"Western Cape"
1999,"Female",0.00314556000271505,0.00393195000339382,0.00235917000203629,"Western Cape"
1999,"Male",0.00653947087824994,0.00817433859781243,0.00490460315868746,"Western Cape"
2000,"Female",0.0032262182894499,0.00403277286181237,0.00241966371708742,"Western Cape"
2000,"Male",0.00649730915486295,0.00812163644357868,0.00487298186614721,"Western Cape"
2001,"Female",0.00303336594230255,0.00379170742787818,0.00227502445672691,"Western Cape"
2001,"Male",0.00637171770432379,0.00796464713040474,0.00477878827824284,"Western Cape"
2002,"Female",0.00306333614967468,0.00382917018709336,0.00229750211225601,"Western Cape"
2002,"Male",0.00630591646756199,0.00788239558445249,0.00472943735067149,"Western Cape"
2003,"Female",0.00295877006459456,0.0036984625807432,0.00221907754844592,"Western Cape"
2003,"Male",0.00606804631854399,0.00758505789817999,0.00455103473890799,"Western Cape"
2004,"Female",0.00263623968307445,0.00329529960384306,0.00197717976230584,"Western Cape"
2004,"Male",0.00561702492757489,0.00702128115946861,0.00421276869568116,"Western Cape"
2005,"Female",0.00232847042764719,0.00291058803455899,0.0017463528207354,"Western Cape"
2005,"Male",0.00538777916218746,0.00673472395273433,0.0040408343716406,"Western Cape"
2006,"Female",0.0022240690318418,0.00278008628980226,0.00166805177388135,"Western Cape"
2006,"Male",0.00508382588932918,0.00635478236166147,0.00381286941699688,"Western Cape"
2007,"Female",0.00214205008067717,0.00267756260084646,0.00160653756050787,"Western Cape"
2007,"Male",0.00483213611976833,0.00604017014971042,0.00362410208982625,"Western Cape"
2008,"Female",0.00220493228853657,0.00275616536067071,0.00165369921640242,"Western Cape"
2008,"Male",0.00471054916298374,0.00588818645372967,0.00353291187223781,"Western Cape"
2009,"Female",0.00220118735896595,0.00275148419870744,0.00165089051922446,"Western Cape"
2009,"Male",0.0044927847730854,0.00561598096635675,0.00336958857981405,"Western Cape"
2010,"Female",0.00222791715325346,0.00278489644156683,0.0016709378649401,"Western Cape"
2010,"Male",0.00455273050684576,0.0056909131335572,0.00341454788013432,"Western Cape"
2011,"Female",0.0022864040521034,0.00285800506512925,0.00171480303907755,"Western Cape"
2011,"Male",0.00465344389267537,0.00581680486584421,0.00349008291950652,"Western Cape"
2012,"Female",0.00220891788216846,0.00276114735271058,0.00165668841162635,"Western Cape"
2012,"Male",0.00465010122106862,0.00581262652633578,0.00348757591580147,"Western Cape"
2013,"Female",0.00208717704083806,0.00260897130104758,0.00156538278062855,"Western Cape"
2013,"Male",0.0045896517957078,0.00573706474463475,0.00344223884678085,"Western Cape"
2014,"Female",0.00207156631767119,0.00258945789708898,0.00155367473825339,"Western Cape"
2014,"Male",0.00453888797641402,0.00567360997051753,0.00340416598231052,"Western Cape"
2015,"Female",0.00202612596928361,0.00253265746160451,0.0015195944769627,"Western Cape"
2015,"Male",0.0046121725946181,0.00576521574327263,0.00345912944596358,"Western Cape"
2016,"Female",0.00182285804068487,0.00227857255085608,0.00136714353051365,"Western Cape"
2016,"Male",0.00405591878711858,0.00506989848389822,0.00304193909033893,"Western Cape"
2017,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2017,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2018,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2019,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2020,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2021,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2022,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2023,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2024,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2025,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2026,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2027,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2028,"Female",0.00178899838191121,0.00223624797738902,0.00134174878643341,"Western Cape"
2018,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2019,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2020,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2021,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2022,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2023,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2024,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2025,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2026,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2027,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
2028,"Male",0.00390290775113803,0.00487863468892254,0.00292718081335352,"Western Cape"
1990,"Female",0.00281022293193965,0.00351277866492456,0.00210766719895474,"North-West"
1990,"Male",0.00405197143815229,0.00506496429769037,0.00303897857861422,"North-West"
1991,"Female",0.00260314095463836,0.00325392619329795,0.00195235571597877,"North-West"
1991,"Male",0.00462514256788078,0.00578142820985097,0.00346885692591058,"North-West"
1992,"Female",0.00326741199250077,0.00408426499062596,0.00245055899437558,"North-West"
1992,"Male",0.00506731478627113,0.00633414348283892,0.00380048608970335,"North-West"
1993,"Female",0.00271716097937684,0.00339645122422105,0.00203787073453263,"North-West"
1993,"Male",0.00494155314358838,0.00617694142948548,0.00370616485769129,"North-West"
1994,"Female",0.00314439908663495,0.00393049885829368,0.00235829931497621,"North-West"
1994,"Male",0.00537577609606196,0.00671972012007745,0.00403183207204647,"North-West"
1995,"Female",0.00294799281422331,0.00368499101777914,0.00221099461066748,"North-West"
1995,"Male",0.00436143921746999,0.00545179902183749,0.00327107941310249,"North-West"
1996,"Female",0.00292518004073586,0.00365647505091983,0.0021938850305519,"North-West"
1996,"Male",0.00478331574350047,0.00597914467937559,0.00358748680762536,"North-West"
1997,"Female",0.0031178468771256,0.003897308596407,0.0023383851578442,"North-West"
1997,"Male",0.00497188510829571,0.00621485638536964,0.00372891383122178,"North-West"
1998,"Female",0.00289763101318648,0.00362203876648311,0.00217322325988986,"North-West"
1998,"Male",0.0059561529291115,0.00744519116138938,0.00446711469683363,"North-West"
1999,"Female",0.00328398989337649,0.00410498736672061,0.00246299242003237,"North-West"
1999,"Male",0.00602065002781222,0.00752581253476528,0.00451548752085917,"North-West"
2000,"Female",0.00418194389905704,0.00522742987382129,0.00313645792429278,"North-West"
2000,"Male",0.00686747261082873,0.00858434076353591,0.00515060445812155,"North-West"
2001,"Female",0.00370702661529566,0.00463378326911958,0.00278026996147175,"North-West"
2001,"Male",0.00649928071393783,0.00812410089242229,0.00487446053545338,"North-West"
2002,"Female",0.00378232470154108,0.00472790587692635,0.00283674352615581,"North-West"
2002,"Male",0.00649492350800833,0.00811865438501042,0.00487119263100625,"North-West"
2003,"Female",0.00389952372841649,0.00487440466052061,0.00292464279631237,"North-West"
2003,"Male",0.00643108728817847,0.00803885911022309,0.00482331546613385,"North-West"
2004,"Female",0.00384212335771551,0.00480265419714439,0.00288159251828664,"North-West"
2004,"Male",0.00619047895069925,0.00773809868837406,0.00464285921302444,"North-West"
2005,"Female",0.00358526181741067,0.00448157727176333,0.002688946363058,"North-West"
2005,"Male",0.0059290957219479,0.00741136965243488,0.00444682179146093,"North-West"
2006,"Female",0.0032580259974334,0.00407253249679174,0.00244351949807505,"North-West"
2006,"Male",0.00556852878513613,0.00696066098142016,0.0041763965888521,"North-West"
2007,"Female",0.00313857546467439,0.00392321933084298,0.00235393159850579,"North-West"
2007,"Male",0.00575127522493467,0.00718909403116834,0.004313456418701,"North-West"
2008,"Female",0.00301839006291448,0.0037729875786431,0.00226379254718586,"North-West"
2008,"Male",0.0058053715539945,0.00725671444249313,0.00435402866549588,"North-West"
2009,"Female",0.00290156766681364,0.00362695958351705,0.00217617575011023,"North-West"
2009,"Male",0.00571600868424458,0.00714501085530573,0.00428700651318344,"North-West"
2010,"Female",0.00287937012270802,0.00359921265338502,0.00215952759203101,"North-West"
2010,"Male",0.00556132621555531,0.00695165776944414,0.00417099466166648,"North-West"
2011,"Female",0.00274925845830391,0.00343657307287989,0.00206194384372794,"North-West"
2011,"Male",0.00528389968249294,0.00660487460311617,0.0039629247618697,"North-West"
2012,"Female",0.00291183069010021,0.00363978836262526,0.00218387301757516,"North-West"
2012,"Male",0.00558471003951442,0.00698088754939302,0.00418853252963582,"North-West"
2013,"Female",0.00301051125939229,0.00376313907424036,0.00225788344454422,"North-West"
2013,"Male",0.00564138415356087,0.00705173019195108,0.00423103811517065,"North-West"
2014,"Female",0.00308991817492996,0.00386239771866245,0.00231743863119747,"North-West"
2014,"Male",0.00571283211316709,0.00714104014145886,0.00428462408487532,"North-West"
2015,"Female",0.00314951111133564,0.00393688888916955,0.00236213333350173,"North-West"
2015,"Male",0.00578952164851442,0.00723690206064302,0.00434214123638581,"North-West"
2016,"Female",0.00319054505265525,0.00398818131581906,0.00239290878949143,"North-West"
2016,"Male",0.00585405069874542,0.00731756337343177,0.00439053802405906,"North-West"
2017,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2017,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2018,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2019,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2020,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2021,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2022,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2023,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2024,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2025,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2026,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2027,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2028,"Female",0.00314705116802664,0.0039338139600333,0.00236028837601998,"North-West"
2018,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2019,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2020,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2021,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2022,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2023,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2024,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2025,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2026,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2027,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
2028,"Male",0.0058671906130968,0.007333988266371,0.0044003929598226,"North-West"
1990,"Female",0.00297334382236924,0.00371667977796154,0.00223000786677693,"Limpopo"
1990,"Male",0.00331598887565416,0.0041449860945677,0.00248699165674062,"Limpopo"
1991,"Female",0.00291254277713996,0.00364067847142494,0.00218440708285497,"Limpopo"
1991,"Male",0.00314841841885462,0.00393552302356828,0.00236131381414097,"Limpopo"
1992,"Female",0.00265846813314652,0.00332308516643315,0.00199385109985989,"Limpopo"
1992,"Male",0.00339713783551711,0.00424642229439638,0.00254785337663783,"Limpopo"
1993,"Female",0.00238591434409383,0.00298239293011729,0.00178943575807037,"Limpopo"
1993,"Male",0.00328583432601481,0.00410729290751851,0.00246437574451111,"Limpopo"
1994,"Female",0.00219703489048282,0.00274629361310352,0.00164777616786211,"Limpopo"
1994,"Male",0.0033776230433688,0.004222028804211,0.0025332172825266,"Limpopo"
1995,"Female",0.00182172850473134,0.00227716063091417,0.0013662963785485,"Limpopo"
1995,"Male",0.00420350600862463,0.00525438251078079,0.00315262950646848,"Limpopo"
1996,"Female",0.00191249673740271,0.00239062092175338,0.00143437255305203,"Limpopo"
1996,"Male",0.00383554158715498,0.00479442698394373,0.00287665619036623,"Limpopo"
1997,"Female",0.00176747215383541,0.00220934019229426,0.00132560411537656,"Limpopo"
1997,"Male",0.00434658775005258,0.00543323468756572,0.00325994081253943,"Limpopo"
1998,"Female",0.00176098831560261,0.00220123539450326,0.00132074123670196,"Limpopo"
1998,"Male",0.00478190105138232,0.00597737631422791,0.00358642578853674,"Limpopo"
1999,"Female",0.00178341423229204,0.00222926779036505,0.00133756067421903,"Limpopo"
1999,"Male",0.00511536910445646,0.00639421138057058,0.00383652682834235,"Limpopo"
2000,"Female",0.00199577411053402,0.00249471763816753,0.00149683058290052,"Limpopo"
2000,"Male",0.00560732449783294,0.00700915562229118,0.00420549337337471,"Limpopo"
2001,"Female",0.00189774819612864,0.0023721852451608,0.00142331114709648,"Limpopo"
2001,"Male",0.00559183145612209,0.00698978932015261,0.00419387359209157,"Limpopo"
2002,"Female",0.00198251674513171,0.00247814593141464,0.00148688755884878,"Limpopo"
2002,"Male",0.00579883662052569,0.00724854577565711,0.00434912746539427,"Limpopo"
2003,"Female",0.00214908338545341,0.00268635423181676,0.00161181253909006,"Limpopo"
2003,"Male",0.0061031284089563,0.00762891051119538,0.00457734630671723,"Limpopo"
2004,"Female",0.00232433060998761,0.00290541326248451,0.0017432479574907,"Limpopo"
2004,"Male",0.00631551485086257,0.00789439356357821,0.00473663613814693,"Limpopo"
2005,"Female",0.00255209289733578,0.00319011612166972,0.00191406967300183,"Limpopo"
2005,"Male",0.00653585049310893,0.00816981311638616,0.0049018878698317,"Limpopo"
2006,"Female",0.00294017192529882,0.00367521490662353,0.00220512894397412,"Limpopo"
2006,"Male",0.00702455543264263,0.00878069429080329,0.00526841657448197,"Limpopo"
2007,"Female",0.00298219507572199,0.00372774384465249,0.00223664630679149,"Limpopo"
2007,"Male",0.0070423390386664,0.00880292379833299,0.0052817542789998,"Limpopo"
2008,"Female",0.00294726418066581,0.00368408022583226,0.00221044813549936,"Limpopo"
2008,"Male",0.00699114569088543,0.00873893211360679,0.00524335926816407,"Limpopo"
2009,"Female",0.00284296241012451,0.00355370301265564,0.00213222180759338,"Limpopo"
2009,"Male",0.00683751761908072,0.0085468970238509,0.00512813821431054,"Limpopo"
2010,"Female",0.0025560742616537,0.00319509282706712,0.00191705569624027,"Limpopo"
2010,"Male",0.00622766939650796,0.00778458674563495,0.00467075204738097,"Limpopo"
2011,"Female",0.00235188901660008,0.0029398612707501,0.00176391676245006,"Limpopo"
2011,"Male",0.00584240396845715,0.00730300496057144,0.00438180297634286,"Limpopo"
2012,"Female",0.00275225150614405,0.00344031438268006,0.00206418862960804,"Limpopo"
2012,"Male",0.00589670330413206,0.00737087913016508,0.00442252747809905,"Limpopo"
2013,"Female",0.00280156340136617,0.00350195425170772,0.00210117255102463,"Limpopo"
2013,"Male",0.00564390868866693,0.00705488586083366,0.0042329315165002,"Limpopo"
2014,"Female",0.00289595445039796,0.00361994306299745,0.00217196583779847,"Limpopo"
2014,"Male",0.00554842930069226,0.00693553662586532,0.00416132197551919,"Limpopo"
2015,"Female",0.0026373439421661,0.00329667992770762,0.00197800795662457,"Limpopo"
2015,"Male",0.00517790252257169,0.00647237815321462,0.00388342689192877,"Limpopo"
2016,"Female",0.00231965714378622,0.00289957142973278,0.00173974285783967,"Limpopo"
2016,"Male",0.0049617381513136,0.006202172689142,0.0037213036134852,"Limpopo"
2017,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2017,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2018,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2019,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2020,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2021,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2022,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2023,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2024,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2025,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2026,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2027,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2028,"Female",0.00220670783990877,0.00275838479988596,0.00165503087993158,"Limpopo"
2018,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2019,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2020,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2021,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2022,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2023,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2024,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2025,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2026,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2027,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
2028,"Male",0.0049302704509126,0.00616283806364076,0.00369770283818445,"Limpopo"
1990,"Female",0.00383895791885183,0.00479869739856478,0.00287921843913887,"KwaZulu-Natal"
1990,"Male",0.00759994282748791,0.00949992853435989,0.00569995712061593,"KwaZulu-Natal"
1991,"Female",0.00347877455951859,0.00434846819939824,0.00260908091963894,"KwaZulu-Natal"
1991,"Male",0.00762084188489202,0.00952605235611503,0.00571563141366902,"KwaZulu-Natal"
1992,"Female",0.00363938488733573,0.00454923110916966,0.00272953866550179,"KwaZulu-Natal"
1992,"Male",0.00748617012029141,0.00935771265036426,0.00561462759021856,"KwaZulu-Natal"
1993,"Female",0.00298594433173328,0.0037324304146666,0.00223945824879996,"KwaZulu-Natal"
1993,"Male",0.00773085308276732,0.00966356635345915,0.00579813981207549,"KwaZulu-Natal"
1994,"Female",0.00282134450378249,0.00352668062972811,0.00211600837783687,"KwaZulu-Natal"
1994,"Male",0.00797753904946385,0.00997192381182982,0.00598315428709789,"KwaZulu-Natal"
1995,"Female",0.00253524847161077,0.00316906058951346,0.00190143635370808,"KwaZulu-Natal"
1995,"Male",0.00806078828292742,0.0100759853536593,0.00604559121219557,"KwaZulu-Natal"
1996,"Female",0.00212971203696524,0.00266214004620655,0.00159728402772393,"KwaZulu-Natal"
1996,"Male",0.00733905308249251,0.00917381635311563,0.00550428981186938,"KwaZulu-Natal"
1997,"Female",0.00261934619110716,0.00327418273888396,0.00196450964333037,"KwaZulu-Natal"
1997,"Male",0.00820558727473287,0.0102569840934161,0.00615419045604965,"KwaZulu-Natal"
1998,"Female",0.00272008420498863,0.00340010525623579,0.00204006315374147,"KwaZulu-Natal"
1998,"Male",0.00909055927085455,0.0113631990885682,0.00681791945314091,"KwaZulu-Natal"
