"","year","TB_compartment","DR_compartment","HIV_compartment","G_compartment","prop_of_pop","region_name"
"1",1990,1,1,1,1,0.257323683538027,"Mpumalanga"
"2",1990,1,1,1,2,0.26660772868657,"Mpumalanga"
"3",1990,1,1,2,1,0.000123675598531717,"Mpumalanga"
"4",1990,1,1,2,2,0.00130875679326781,"Mpumalanga"
"5",1990,1,1,3,1,0,"Mpumalanga"
"6",1990,1,1,3,2,0,"Mpumalanga"
"7",1990,1,1,4,1,0,"Mpumalanga"
"8",1990,1,1,4,2,0,"Mpumalanga"
"9",1990,1,2,1,1,0,"Mpumalanga"
"10",1990,1,2,1,2,0,"Mpumalanga"
"11",1990,1,2,2,1,0,"Mpumalanga"
"12",1990,1,2,2,2,0,"Mpumalanga"
"13",1990,1,2,3,1,0,"Mpumalanga"
"14",1990,1,2,3,2,0,"Mpumalanga"
"15",1990,1,2,4,1,0,"Mpumalanga"
"16",1990,1,2,4,2,0,"Mpumalanga"
"17",1990,2,1,1,1,0.0294614410511031,"Mpumalanga"
"18",1990,2,1,1,2,0.0305738600488818,"Mpumalanga"
"19",1990,2,1,2,1,1.41598367686329e-05,"Mpumalanga"
"20",1990,2,1,2,2,0.000150084722721728,"Mpumalanga"
"21",1990,2,1,3,1,0,"Mpumalanga"
"22",1990,2,1,3,2,0,"Mpumalanga"
"23",1990,2,1,4,1,0,"Mpumalanga"
"24",1990,2,1,4,2,0,"Mpumalanga"
"25",1990,2,2,1,1,0.00110021979029016,"Mpumalanga"
"26",1990,2,2,1,2,0.00114176240846447,"Mpumalanga"
"27",1990,2,2,2,1,5.2879058472073e-07,"Mpumalanga"
"28",1990,2,2,2,2,5.60482367010604e-06,"Mpumalanga"
"29",1990,2,2,3,1,0,"Mpumalanga"
"30",1990,2,2,3,2,0,"Mpumalanga"
"31",1990,2,2,4,1,0,"Mpumalanga"
"32",1990,2,2,4,2,0,"Mpumalanga"
"33",1990,3,1,1,1,0.19149936683217,"Mpumalanga"
"34",1990,3,1,1,2,0.198730090317732,"Mpumalanga"
"35",1990,3,1,2,1,9.20389389961138e-05,"Mpumalanga"
"36",1990,3,1,2,2,0.000975550697691235,"Mpumalanga"
"37",1990,3,1,3,1,0,"Mpumalanga"
"38",1990,3,1,3,2,0,"Mpumalanga"
"39",1990,3,1,4,1,0,"Mpumalanga"
"40",1990,3,1,4,2,0,"Mpumalanga"
"41",1990,3,2,1,1,0.00715142863688602,"Mpumalanga"
"42",1990,3,2,1,2,0.00742145565501903,"Mpumalanga"
"43",1990,3,2,2,1,3.43713880068475e-06,"Mpumalanga"
"44",1990,3,2,2,2,3.64313538556893e-05,"Mpumalanga"
"45",1990,3,2,3,1,0,"Mpumalanga"
"46",1990,3,2,3,2,0,"Mpumalanga"
"47",1990,3,2,4,1,0,"Mpumalanga"
"48",1990,3,2,4,2,0,"Mpumalanga"
"49",1990,4,1,1,1,0,"Mpumalanga"
"50",1990,4,1,1,2,0,"Mpumalanga"
"51",1990,4,1,2,1,0,"Mpumalanga"
"52",1990,4,1,2,2,0,"Mpumalanga"
"53",1990,4,1,3,1,0,"Mpumalanga"
"54",1990,4,1,3,2,0,"Mpumalanga"
"55",1990,4,1,4,1,0,"Mpumalanga"
"56",1990,4,1,4,2,0,"Mpumalanga"
"57",1990,4,2,1,1,0,"Mpumalanga"
"58",1990,4,2,1,2,0,"Mpumalanga"
"59",1990,4,2,2,1,0,"Mpumalanga"
"60",1990,4,2,2,2,0,"Mpumalanga"
"61",1990,4,2,3,1,0,"Mpumalanga"
"62",1990,4,2,3,2,0,"Mpumalanga"
"63",1990,4,2,4,1,0,"Mpumalanga"
"64",1990,4,2,4,2,0,"Mpumalanga"
"65",1990,5,1,1,1,0,"Mpumalanga"
"66",1990,5,1,1,2,0,"Mpumalanga"
"67",1990,5,1,2,1,0,"Mpumalanga"
"68",1990,5,1,2,2,0,"Mpumalanga"
"69",1990,5,1,3,1,0,"Mpumalanga"
"70",1990,5,1,3,2,0,"Mpumalanga"
"71",1990,5,1,4,1,0,"Mpumalanga"
"72",1990,5,1,4,2,0,"Mpumalanga"
"73",1990,5,2,1,1,0,"Mpumalanga"
"74",1990,5,2,1,2,0,"Mpumalanga"
"75",1990,5,2,2,1,0,"Mpumalanga"
"76",1990,5,2,2,2,0,"Mpumalanga"
"77",1990,5,2,3,1,0,"Mpumalanga"
"78",1990,5,2,3,2,0,"Mpumalanga"
"79",1990,5,2,4,1,0,"Mpumalanga"
"80",1990,5,2,4,2,0,"Mpumalanga"
"81",1990,6,1,1,1,0.000911805398988696,"Mpumalanga"
"82",1990,6,1,1,2,0.00264456530028449,"Mpumalanga"
"83",1990,6,1,2,1,0.000227777806264904,"Mpumalanga"
"84",1990,6,1,2,2,0.00247343735266181,"Mpumalanga"
"85",1990,6,1,3,1,0,"Mpumalanga"
"86",1990,6,1,3,2,0,"Mpumalanga"
"87",1990,6,1,4,1,0,"Mpumalanga"
"88",1990,6,1,4,2,0,"Mpumalanga"
"89",1990,6,2,1,1,3.94055486717847e-06,"Mpumalanga"
"90",1990,6,2,1,2,1.14495520457272e-05,"Mpumalanga"
"91",1990,6,2,2,1,4.78115830056936e-07,"Mpumalanga"
"92",1990,6,2,2,2,5.24025902621546e-06,"Mpumalanga"
"93",1990,6,2,3,1,0,"Mpumalanga"
"94",1990,6,2,3,2,0,"Mpumalanga"
"95",1990,6,2,4,1,0,"Mpumalanga"
"96",1990,6,2,4,2,0,"Mpumalanga"
"97",1990,7,1,1,1,0,"Mpumalanga"
"98",1990,7,1,1,2,0,"Mpumalanga"
"99",1990,7,1,2,1,0,"Mpumalanga"
"100",1990,7,1,2,2,0,"Mpumalanga"
"101",1990,7,1,3,1,0,"Mpumalanga"
"102",1990,7,1,3,2,0,"Mpumalanga"
"103",1990,7,1,4,1,0,"Mpumalanga"
"104",1990,7,1,4,2,0,"Mpumalanga"
"105",1990,7,2,1,1,0,"Mpumalanga"
"106",1990,7,2,1,2,0,"Mpumalanga"
"107",1990,7,2,2,1,0,"Mpumalanga"
"108",1990,7,2,2,2,0,"Mpumalanga"
"109",1990,7,2,3,1,0,"Mpumalanga"
"110",1990,7,2,3,2,0,"Mpumalanga"
"111",1990,7,2,4,1,0,"Mpumalanga"
"112",1990,7,2,4,2,0,"Mpumalanga"
"113",1991,1,1,1,1,0.256647151213514,"Mpumalanga"
"114",1991,1,1,1,2,0.264570468208195,"Mpumalanga"
"115",1991,1,1,2,1,0.000203916439769767,"Mpumalanga"
"116",1991,1,1,2,2,0.00217299681338976,"Mpumalanga"
"117",1991,1,1,3,1,0,"Mpumalanga"
"118",1991,1,1,3,2,0,"Mpumalanga"
"119",1991,1,1,4,1,0,"Mpumalanga"
"120",1991,1,1,4,2,0,"Mpumalanga"
"121",1991,1,2,1,1,0,"Mpumalanga"
"122",1991,1,2,1,2,0,"Mpumalanga"
"123",1991,1,2,2,1,0,"Mpumalanga"
"124",1991,1,2,2,2,0,"Mpumalanga"
"125",1991,1,2,3,1,0,"Mpumalanga"
"126",1991,1,2,3,2,0,"Mpumalanga"
"127",1991,1,2,4,1,0,"Mpumalanga"
"128",1991,1,2,4,2,0,"Mpumalanga"
"129",1991,2,1,1,1,0.0294394223364026,"Mpumalanga"
"130",1991,2,1,1,2,0.0305233391774626,"Mpumalanga"
"131",1991,2,1,2,1,2.33908000277143e-05,"Mpumalanga"
"132",1991,2,1,2,2,0.000250697363223649,"Mpumalanga"
"133",1991,2,1,3,1,0,"Mpumalanga"
"134",1991,2,1,3,2,0,"Mpumalanga"
"135",1991,2,1,4,1,0,"Mpumalanga"
"136",1991,2,1,4,2,0,"Mpumalanga"
"137",1991,2,2,1,1,0.00109939751463744,"Mpumalanga"
"138",1991,2,2,1,2,0.00113987573691769,"Mpumalanga"
"139",1991,2,2,2,1,8.7351535373207e-07,"Mpumalanga"
"140",1991,2,2,2,2,9.36214219507404e-06,"Mpumalanga"
"141",1991,2,2,3,1,0,"Mpumalanga"
"142",1991,2,2,3,2,0,"Mpumalanga"
"143",1991,2,2,4,1,0,"Mpumalanga"
"144",1991,2,2,4,2,0,"Mpumalanga"
"145",1991,3,1,1,1,0.191356245186617,"Mpumalanga"
"146",1991,3,1,1,2,0.198401704653507,"Mpumalanga"
"147",1991,3,1,2,1,0.000152040200180143,"Mpumalanga"
"148",1991,3,1,2,2,0.00162953286095372,"Mpumalanga"
"149",1991,3,1,3,1,0,"Mpumalanga"
"150",1991,3,1,3,2,0,"Mpumalanga"
"151",1991,3,1,4,1,0,"Mpumalanga"
"152",1991,3,1,4,2,0,"Mpumalanga"
"153",1991,3,2,1,1,0.00714608384514336,"Mpumalanga"
"154",1991,3,2,1,2,0.00740919228996499,"Mpumalanga"
"155",1991,3,2,2,1,5.67784979925845e-06,"Mpumalanga"
"156",1991,3,2,2,2,6.08539242679813e-05,"Mpumalanga"
"157",1991,3,2,3,1,0,"Mpumalanga"
"158",1991,3,2,3,2,0,"Mpumalanga"
"159",1991,3,2,4,1,0,"Mpumalanga"
"160",1991,3,2,4,2,0,"Mpumalanga"
"161",1991,4,1,1,1,0,"Mpumalanga"
"162",1991,4,1,1,2,0,"Mpumalanga"
"163",1991,4,1,2,1,0,"Mpumalanga"
"164",1991,4,1,2,2,0,"Mpumalanga"
"165",1991,4,1,3,1,0,"Mpumalanga"
"166",1991,4,1,3,2,0,"Mpumalanga"
"167",1991,4,1,4,1,0,"Mpumalanga"
"168",1991,4,1,4,2,0,"Mpumalanga"
"169",1991,4,2,1,1,0,"Mpumalanga"
"170",1991,4,2,1,2,0,"Mpumalanga"
"171",1991,4,2,2,1,0,"Mpumalanga"
"172",1991,4,2,2,2,0,"Mpumalanga"
"173",1991,4,2,3,1,0,"Mpumalanga"
"174",1991,4,2,3,2,0,"Mpumalanga"
"175",1991,4,2,4,1,0,"Mpumalanga"
"176",1991,4,2,4,2,0,"Mpumalanga"
"177",1991,5,1,1,1,0,"Mpumalanga"
"178",1991,5,1,1,2,0,"Mpumalanga"
"179",1991,5,1,2,1,0,"Mpumalanga"
"180",1991,5,1,2,2,0,"Mpumalanga"
"181",1991,5,1,3,1,0,"Mpumalanga"
"182",1991,5,1,3,2,0,"Mpumalanga"
"183",1991,5,1,4,1,0,"Mpumalanga"
"184",1991,5,1,4,2,0,"Mpumalanga"
"185",1991,5,2,1,1,0,"Mpumalanga"
"186",1991,5,2,1,2,0,"Mpumalanga"
"187",1991,5,2,2,1,0,"Mpumalanga"
"188",1991,5,2,2,2,0,"Mpumalanga"
"189",1991,5,2,3,1,0,"Mpumalanga"
"190",1991,5,2,3,2,0,"Mpumalanga"
"191",1991,5,2,4,1,0,"Mpumalanga"
"192",1991,5,2,4,2,0,"Mpumalanga"
"193",1991,6,1,1,1,0.000914836206974337,"Mpumalanga"
"194",1991,6,1,1,2,0.00231188700345884,"Mpumalanga"
"195",1991,6,1,2,1,0.000375751348641515,"Mpumalanga"
"196",1991,6,1,2,2,0.00412809971790195,"Mpumalanga"
"197",1991,6,1,3,1,0,"Mpumalanga"
"198",1991,6,1,3,2,0,"Mpumalanga"
"199",1991,6,1,4,1,0,"Mpumalanga"
"200",1991,6,1,4,2,0,"Mpumalanga"
"201",1991,6,2,1,1,4.86307494704677e-06,"Mpumalanga"
"202",1991,6,2,1,2,1.26711685395766e-05,"Mpumalanga"
"203",1991,6,2,2,1,7.5877084541177e-07,"Mpumalanga"
"204",1991,6,2,2,2,8.91063716978058e-06,"Mpumalanga"
"205",1991,6,2,3,1,0,"Mpumalanga"
"206",1991,6,2,3,2,0,"Mpumalanga"
"207",1991,6,2,4,1,0,"Mpumalanga"
"208",1991,6,2,4,2,0,"Mpumalanga"
"209",1991,7,1,1,1,0,"Mpumalanga"
"210",1991,7,1,1,2,0,"Mpumalanga"
"211",1991,7,1,2,1,0,"Mpumalanga"
"212",1991,7,1,2,2,0,"Mpumalanga"
"213",1991,7,1,3,1,0,"Mpumalanga"
"214",1991,7,1,3,2,0,"Mpumalanga"
"215",1991,7,1,4,1,0,"Mpumalanga"
"216",1991,7,1,4,2,0,"Mpumalanga"
"217",1991,7,2,1,1,0,"Mpumalanga"
"218",1991,7,2,1,2,0,"Mpumalanga"
"219",1991,7,2,2,1,0,"Mpumalanga"
"220",1991,7,2,2,2,0,"Mpumalanga"
"221",1991,7,2,3,1,0,"Mpumalanga"
"222",1991,7,2,3,2,0,"Mpumalanga"
"223",1991,7,2,4,1,0,"Mpumalanga"
"224",1991,7,2,4,2,0,"Mpumalanga"
"225",1992,1,1,1,1,0.25597521286475,"Mpumalanga"
"226",1992,1,1,1,2,0.260987176946865,"Mpumalanga"
"227",1992,1,1,2,1,0.00032830731410591,"Mpumalanga"
"228",1992,1,1,2,2,0.00347558106776714,"Mpumalanga"
"229",1992,1,1,3,1,0,"Mpumalanga"
"230",1992,1,1,3,2,0,"Mpumalanga"
"231",1992,1,1,4,1,0,"Mpumalanga"
"232",1992,1,1,4,2,0,"Mpumalanga"
"233",1992,1,2,1,1,0,"Mpumalanga"
"234",1992,1,2,1,2,0,"Mpumalanga"
"235",1992,1,2,2,1,0,"Mpumalanga"
"236",1992,1,2,2,2,0,"Mpumalanga"
"237",1992,1,2,3,1,0,"Mpumalanga"
"238",1992,1,2,3,2,0,"Mpumalanga"
"239",1992,1,2,4,1,0,"Mpumalanga"
"240",1992,1,2,4,2,0,"Mpumalanga"
"241",1992,2,1,1,1,0.0294361883539499,"Mpumalanga"
"242",1992,2,1,1,2,0.0304030576883366,"Mpumalanga"
"243",1992,2,1,2,1,3.77541084070024e-05,"Mpumalanga"
"244",1992,2,1,2,2,0.000404879247095453,"Mpumalanga"
"245",1992,2,1,3,1,0,"Mpumalanga"
"246",1992,2,1,3,2,0,"Mpumalanga"
"247",1992,2,1,4,1,0,"Mpumalanga"
"248",1992,2,1,4,2,0,"Mpumalanga"
"249",1992,2,2,1,1,0.0010992767435085,"Mpumalanga"
"250",1992,2,2,1,2,0.00113538389707481,"Mpumalanga"
"251",1992,2,2,2,1,1.40990446333204e-06,"Mpumalanga"
"252",1992,2,2,2,2,1.51199718832327e-05,"Mpumalanga"
"253",1992,2,2,3,1,0,"Mpumalanga"
"254",1992,2,2,3,2,0,"Mpumalanga"
"255",1992,2,2,4,1,0,"Mpumalanga"
"256",1992,2,2,4,2,0,"Mpumalanga"
"257",1992,3,1,1,1,0.191335224300674,"Mpumalanga"
"258",1992,3,1,1,2,0.197619874974188,"Mpumalanga"
"259",1992,3,1,2,1,0.000245401704645515,"Mpumalanga"
"260",1992,3,1,2,2,0.00263171510612044,"Mpumalanga"
"261",1992,3,1,3,1,0,"Mpumalanga"
"262",1992,3,1,3,2,0,"Mpumalanga"
"263",1992,3,1,4,1,0,"Mpumalanga"
"264",1992,3,1,4,2,0,"Mpumalanga"
"265",1992,3,2,1,1,0.00714529883280526,"Mpumalanga"
"266",1992,3,2,1,2,0.00737999533098627,"Mpumalanga"
"267",1992,3,2,2,1,9.16437901165825e-06,"Mpumalanga"
"268",1992,3,2,2,2,9.82798172410125e-05,"Mpumalanga"
"269",1992,3,2,3,1,0,"Mpumalanga"
"270",1992,3,2,3,2,0,"Mpumalanga"
"271",1992,3,2,4,1,0,"Mpumalanga"
"272",1992,3,2,4,2,0,"Mpumalanga"
"273",1992,4,1,1,1,0,"Mpumalanga"
"274",1992,4,1,1,2,0,"Mpumalanga"
"275",1992,4,1,2,1,0,"Mpumalanga"
"276",1992,4,1,2,2,0,"Mpumalanga"
"277",1992,4,1,3,1,0,"Mpumalanga"
"278",1992,4,1,3,2,0,"Mpumalanga"
"279",1992,4,1,4,1,0,"Mpumalanga"
"280",1992,4,1,4,2,0,"Mpumalanga"
"281",1992,4,2,1,1,0,"Mpumalanga"
"282",1992,4,2,1,2,0,"Mpumalanga"
"283",1992,4,2,2,1,0,"Mpumalanga"
"284",1992,4,2,2,2,0,"Mpumalanga"
"285",1992,4,2,3,1,0,"Mpumalanga"
"286",1992,4,2,3,2,0,"Mpumalanga"
"287",1992,4,2,4,1,0,"Mpumalanga"
"288",1992,4,2,4,2,0,"Mpumalanga"
"289",1992,5,1,1,1,0,"Mpumalanga"
"290",1992,5,1,1,2,0,"Mpumalanga"
"291",1992,5,1,2,1,0,"Mpumalanga"
"292",1992,5,1,2,2,0,"Mpumalanga"
"293",1992,5,1,3,1,0,"Mpumalanga"
"294",1992,5,1,3,2,0,"Mpumalanga"
"295",1992,5,1,4,1,0,"Mpumalanga"
"296",1992,5,1,4,2,0,"Mpumalanga"
"297",1992,5,2,1,1,0,"Mpumalanga"
"298",1992,5,2,1,2,0,"Mpumalanga"
"299",1992,5,2,2,1,0,"Mpumalanga"
"300",1992,5,2,2,2,0,"Mpumalanga"
"301",1992,5,2,3,1,0,"Mpumalanga"
"302",1992,5,2,3,2,0,"Mpumalanga"
"303",1992,5,2,4,1,0,"Mpumalanga"
"304",1992,5,2,4,2,0,"Mpumalanga"
"305",1992,6,1,1,1,0.000925764667191179,"Mpumalanga"
"306",1992,6,1,1,2,0.00200691676147997,"Mpumalanga"
"307",1992,6,1,2,1,0.000605374116429231,"Mpumalanga"
"308",1992,6,1,2,2,0.00665981699802634,"Mpumalanga"
"309",1992,6,1,3,1,0,"Mpumalanga"
"310",1992,6,1,3,2,0,"Mpumalanga"
"311",1992,6,1,4,1,0,"Mpumalanga"
"312",1992,6,1,4,2,0,"Mpumalanga"
"313",1992,6,2,1,1,6.46377086591045e-06,"Mpumalanga"
"314",1992,6,2,1,2,1.42173607452303e-05,"Mpumalanga"
"315",1992,6,2,2,1,1.36750293285259e-06,"Mpumalanga"
"316",1992,6,2,2,2,1.5776268450034e-05,"Mpumalanga"
"317",1992,6,2,3,1,0,"Mpumalanga"
"318",1992,6,2,3,2,0,"Mpumalanga"
"319",1992,6,2,4,1,0,"Mpumalanga"
"320",1992,6,2,4,2,0,"Mpumalanga"
"321",1992,7,1,1,1,0,"Mpumalanga"
"322",1992,7,1,1,2,0,"Mpumalanga"
"323",1992,7,1,2,1,0,"Mpumalanga"
"324",1992,7,1,2,2,0,"Mpumalanga"
"325",1992,7,1,3,1,0,"Mpumalanga"
"326",1992,7,1,3,2,0,"Mpumalanga"
"327",1992,7,1,4,1,0,"Mpumalanga"
"328",1992,7,1,4,2,0,"Mpumalanga"
"329",1992,7,2,1,1,0,"Mpumalanga"
"330",1992,7,2,1,2,0,"Mpumalanga"
"331",1992,7,2,2,1,0,"Mpumalanga"
"332",1992,7,2,2,2,0,"Mpumalanga"
"333",1992,7,2,3,1,0,"Mpumalanga"
"334",1992,7,2,3,2,0,"Mpumalanga"
"335",1992,7,2,4,1,0,"Mpumalanga"
"336",1992,7,2,4,2,0,"Mpumalanga"
"337",1993,1,1,1,1,0.255175148735138,"Mpumalanga"
"338",1993,1,1,1,2,0.25548857246853,"Mpumalanga"
"339",1993,1,1,2,1,0.000512072633470727,"Mpumalanga"
"340",1993,1,1,2,2,0.00535056859879625,"Mpumalanga"
"341",1993,1,1,3,1,0,"Mpumalanga"
"342",1993,1,1,3,2,0,"Mpumalanga"
"343",1993,1,1,4,1,0,"Mpumalanga"
"344",1993,1,1,4,2,0,"Mpumalanga"
"345",1993,1,2,1,1,0,"Mpumalanga"
"346",1993,1,2,1,2,0,"Mpumalanga"
"347",1993,1,2,2,1,0,"Mpumalanga"
"348",1993,1,2,2,2,0,"Mpumalanga"
"349",1993,1,2,3,1,0,"Mpumalanga"
"350",1993,1,2,3,2,0,"Mpumalanga"
"351",1993,1,2,4,1,0,"Mpumalanga"
"352",1993,1,2,4,2,0,"Mpumalanga"
"353",1993,2,1,1,1,0.0294376816524968,"Mpumalanga"
"354",1993,2,1,1,2,0.0302029006230315,"Mpumalanga"
"355",1993,2,1,2,1,5.90740565520865e-05,"Mpumalanga"
"356",1993,2,1,2,2,0.000632524148163463,"Mpumalanga"
"357",1993,2,1,3,1,0,"Mpumalanga"
"358",1993,2,1,3,2,0,"Mpumalanga"
"359",1993,2,1,4,1,0,"Mpumalanga"
"360",1993,2,1,4,2,0,"Mpumalanga"
"361",1993,2,2,1,1,0.00109933250984428,"Mpumalanga"
"362",1993,2,2,1,2,0.00112790915189744,"Mpumalanga"
"363",1993,2,2,2,1,2.20608509945551e-06,"Mpumalanga"
"364",1993,2,2,2,2,2.3621233748843e-05,"Mpumalanga"
"365",1993,2,2,3,1,0,"Mpumalanga"
"366",1993,2,2,3,2,0,"Mpumalanga"
"367",1993,2,2,4,1,0,"Mpumalanga"
"368",1993,2,2,4,2,0,"Mpumalanga"
"369",1993,3,1,1,1,0.191344930741229,"Mpumalanga"
"370",1993,3,1,1,2,0.196318854049705,"Mpumalanga"
"371",1993,3,1,2,1,0.000383981367588563,"Mpumalanga"
"372",1993,3,1,2,2,0.00411140696306251,"Mpumalanga"
"373",1993,3,1,3,1,0,"Mpumalanga"
"374",1993,3,1,3,2,0,"Mpumalanga"
"375",1993,3,1,4,1,0,"Mpumalanga"
"376",1993,3,1,4,2,0,"Mpumalanga"
"377",1993,3,2,1,1,0.00714566131398781,"Mpumalanga"
"378",1993,3,2,1,2,0.00733140948733338,"Mpumalanga"
"379",1993,3,2,2,1,1.43395531464608e-05,"Mpumalanga"
"380",1993,3,2,2,2,0.00015353801936748,"Mpumalanga"
"381",1993,3,2,3,1,0,"Mpumalanga"
"382",1993,3,2,3,2,0,"Mpumalanga"
"383",1993,3,2,4,1,0,"Mpumalanga"
"384",1993,3,2,4,2,0,"Mpumalanga"
"385",1993,4,1,1,1,0,"Mpumalanga"
"386",1993,4,1,1,2,0,"Mpumalanga"
"387",1993,4,1,2,1,0,"Mpumalanga"
"388",1993,4,1,2,2,0,"Mpumalanga"
"389",1993,4,1,3,1,0,"Mpumalanga"
"390",1993,4,1,3,2,0,"Mpumalanga"
"391",1993,4,1,4,1,0,"Mpumalanga"
"392",1993,4,1,4,2,0,"Mpumalanga"
"393",1993,4,2,1,1,0,"Mpumalanga"
"394",1993,4,2,1,2,0,"Mpumalanga"
"395",1993,4,2,2,1,0,"Mpumalanga"
"396",1993,4,2,2,2,0,"Mpumalanga"
"397",1993,4,2,3,1,0,"Mpumalanga"
"398",1993,4,2,3,2,0,"Mpumalanga"
"399",1993,4,2,4,1,0,"Mpumalanga"
"400",1993,4,2,4,2,0,"Mpumalanga"
"401",1993,5,1,1,1,0,"Mpumalanga"
"402",1993,5,1,1,2,0,"Mpumalanga"
"403",1993,5,1,2,1,0,"Mpumalanga"
"404",1993,5,1,2,2,0,"Mpumalanga"
"405",1993,5,1,3,1,0,"Mpumalanga"
"406",1993,5,1,3,2,0,"Mpumalanga"
"407",1993,5,1,4,1,0,"Mpumalanga"
"408",1993,5,1,4,2,0,"Mpumalanga"
"409",1993,5,2,1,1,0,"Mpumalanga"
"410",1993,5,2,1,2,0,"Mpumalanga"
"411",1993,5,2,2,1,0,"Mpumalanga"
"412",1993,5,2,2,2,0,"Mpumalanga"
"413",1993,5,2,3,1,0,"Mpumalanga"
"414",1993,5,2,3,2,0,"Mpumalanga"
"415",1993,5,2,4,1,0,"Mpumalanga"
"416",1993,5,2,4,2,0,"Mpumalanga"
"417",1993,6,1,1,1,0.000942737766150298,"Mpumalanga"
"418",1993,6,1,1,2,0.00174896864843482,"Mpumalanga"
"419",1993,6,1,2,1,0.000945558149711423,"Mpumalanga"
"420",1993,6,1,2,2,0.010395021861235,"Mpumalanga"
"421",1993,6,1,3,1,0,"Mpumalanga"
"422",1993,6,1,3,2,0,"Mpumalanga"
"423",1993,6,1,4,1,0,"Mpumalanga"
"424",1993,6,1,4,2,0,"Mpumalanga"
"425",1993,6,2,1,1,8.59360659893419e-06,"Mpumalanga"
"426",1993,6,2,1,2,1.60363868928381e-05,"Mpumalanga"
"427",1993,6,2,2,1,2.228166463687e-06,"Mpumalanga"
"428",1993,6,2,2,2,2.51220223239886e-05,"Mpumalanga"
"429",1993,6,2,3,1,0,"Mpumalanga"
"430",1993,6,2,3,2,0,"Mpumalanga"
"431",1993,6,2,4,1,0,"Mpumalanga"
"432",1993,6,2,4,2,0,"Mpumalanga"
"433",1993,7,1,1,1,0,"Mpumalanga"
"434",1993,7,1,1,2,0,"Mpumalanga"
"435",1993,7,1,2,1,0,"Mpumalanga"
"436",1993,7,1,2,2,0,"Mpumalanga"
"437",1993,7,1,3,1,0,"Mpumalanga"
"438",1993,7,1,3,2,0,"Mpumalanga"
"439",1993,7,1,4,1,0,"Mpumalanga"
"440",1993,7,1,4,2,0,"Mpumalanga"
"441",1993,7,2,1,1,0,"Mpumalanga"
"442",1993,7,2,1,2,0,"Mpumalanga"
"443",1993,7,2,2,1,0,"Mpumalanga"
"444",1993,7,2,2,2,0,"Mpumalanga"
"445",1993,7,2,3,1,0,"Mpumalanga"
"446",1993,7,2,3,2,0,"Mpumalanga"
"447",1993,7,2,4,1,0,"Mpumalanga"
"448",1993,7,2,4,2,0,"Mpumalanga"
"449",1994,1,1,1,1,0.254189726244694,"Mpumalanga"
"450",1994,1,1,1,2,0.247826259761007,"Mpumalanga"
"451",1994,1,1,2,1,0.000765156404309231,"Mpumalanga"
"452",1994,1,1,2,2,0.00785056688319642,"Mpumalanga"
"453",1994,1,1,3,1,0,"Mpumalanga"
"454",1994,1,1,3,2,0,"Mpumalanga"
"455",1994,1,1,4,1,0,"Mpumalanga"
"456",1994,1,1,4,2,0,"Mpumalanga"
"457",1994,1,2,1,1,0,"Mpumalanga"
"458",1994,1,2,1,2,0,"Mpumalanga"
"459",1994,1,2,2,1,0,"Mpumalanga"
"460",1994,1,2,2,2,0,"Mpumalanga"
"461",1994,1,2,3,1,0,"Mpumalanga"
"462",1994,1,2,3,2,0,"Mpumalanga"
"463",1994,1,2,4,1,0,"Mpumalanga"
"464",1994,1,2,4,2,0,"Mpumalanga"
"465",1994,2,1,1,1,0.0294373740742844,"Mpumalanga"
"466",1994,2,1,1,2,0.0299118216649454,"Mpumalanga"
"467",1994,2,1,2,1,8.86117453751954e-05,"Mpumalanga"
"468",1994,2,1,2,2,0.000947537830758342,"Mpumalanga"
"469",1994,2,1,3,1,0,"Mpumalanga"
"470",1994,2,1,3,2,0,"Mpumalanga"
"471",1994,2,1,4,1,0,"Mpumalanga"
"472",1994,2,1,4,2,0,"Mpumalanga"
"473",1994,2,2,1,1,0.00109932102352099,"Mpumalanga"
"474",1994,2,2,1,2,0.00111703898333821,"Mpumalanga"
"475",1994,2,2,2,1,3.30915231691601e-06,"Mpumalanga"
"476",1994,2,2,2,2,3.53852301942949e-05,"Mpumalanga"
"477",1994,2,2,3,1,0,"Mpumalanga"
"478",1994,2,2,3,2,0,"Mpumalanga"
"479",1994,2,2,4,1,0,"Mpumalanga"
"480",1994,2,2,4,2,0,"Mpumalanga"
"481",1994,3,1,1,1,0.191342931482849,"Mpumalanga"
"482",1994,3,1,1,2,0.194426840822145,"Mpumalanga"
"483",1994,3,1,2,1,0.00057597634493877,"Mpumalanga"
"484",1994,3,1,2,2,0.00615899589992923,"Mpumalanga"
"485",1994,3,1,3,1,0,"Mpumalanga"
"486",1994,3,1,3,2,0,"Mpumalanga"
"487",1994,3,1,4,1,0,"Mpumalanga"
"488",1994,3,1,4,2,0,"Mpumalanga"
"489",1994,3,2,1,1,0.00714558665288646,"Mpumalanga"
"490",1994,3,2,1,2,0.00726075339169837,"Mpumalanga"
"491",1994,3,2,2,1,2.15094900599541e-05,"Mpumalanga"
"492",1994,3,2,2,2,0.000230003996262917,"Mpumalanga"
"493",1994,3,2,3,1,0,"Mpumalanga"
"494",1994,3,2,3,2,0,"Mpumalanga"
"495",1994,3,2,4,1,0,"Mpumalanga"
"496",1994,3,2,4,2,0,"Mpumalanga"
"497",1994,4,1,1,1,0,"Mpumalanga"
"498",1994,4,1,1,2,0,"Mpumalanga"
