"","year","TB_compartment","DR_compartment","HIV_compartment","G_compartment","prop_of_pop","region_name"
"2024",2008,1,1,4,2,0,"Mpumalanga"
"2025",2008,1,2,1,1,0,"Mpumalanga"
"2026",2008,1,2,1,2,0,"Mpumalanga"
"2027",2008,1,2,2,1,0,"Mpumalanga"
"2028",2008,1,2,2,2,0,"Mpumalanga"
"2029",2008,1,2,3,1,0,"Mpumalanga"
"2030",2008,1,2,3,2,0,"Mpumalanga"
"2031",2008,1,2,4,1,0,"Mpumalanga"
"2032",2008,1,2,4,2,0,"Mpumalanga"
"2033",2008,2,1,1,1,0.0305130425672486,"Mpumalanga"
"2034",2008,2,1,1,2,0.0280401521063641,"Mpumalanga"
"2035",2008,2,1,2,1,0.000293407394815384,"Mpumalanga"
"2036",2008,2,1,2,2,0.00242094060391071,"Mpumalanga"
"2037",2008,2,1,3,1,0,"Mpumalanga"
"2038",2008,2,1,3,2,0,"Mpumalanga"
"2039",2008,2,1,4,1,0,"Mpumalanga"
"2040",2008,2,1,4,2,0,"Mpumalanga"
"2041",2008,2,2,1,1,0.0011394912162043,"Mpumalanga"
"2042",2008,2,2,1,2,0.00104714260978123,"Mpumalanga"
"2043",2008,2,2,2,1,1.09571226279604e-05,"Mpumalanga"
"2044",2008,2,2,2,2,9.04085702705244e-05,"Mpumalanga"
"2045",2008,2,2,3,1,0,"Mpumalanga"
"2046",2008,2,2,3,2,0,"Mpumalanga"
"2047",2008,2,2,4,1,0,"Mpumalanga"
"2048",2008,2,2,4,2,0,"Mpumalanga"
"2049",2008,3,1,1,1,0.198334776687116,"Mpumalanga"
"2050",2008,3,1,1,2,0.182260988691367,"Mpumalanga"
"2051",2008,3,1,2,1,0.00190714806629999,"Mpumalanga"
"2052",2008,3,1,2,2,0.0157361139254196,"Mpumalanga"
"2053",2008,3,1,3,1,0,"Mpumalanga"
"2054",2008,3,1,3,2,0,"Mpumalanga"
"2055",2008,3,1,4,1,0,"Mpumalanga"
"2056",2008,3,1,4,2,0,"Mpumalanga"
"2057",2008,3,2,1,1,0.00740669290532797,"Mpumalanga"
"2058",2008,3,2,1,2,0.00680642696357802,"Mpumalanga"
"2059",2008,3,2,2,1,7.12212970817425e-05,"Mpumalanga"
"2060",2008,3,2,2,2,0.000587655706758408,"Mpumalanga"
"2061",2008,3,2,3,1,0,"Mpumalanga"
"2062",2008,3,2,3,2,0,"Mpumalanga"
"2063",2008,3,2,4,1,0,"Mpumalanga"
"2064",2008,3,2,4,2,0,"Mpumalanga"
"2065",2008,4,1,1,1,0,"Mpumalanga"
"2066",2008,4,1,1,2,0,"Mpumalanga"
"2067",2008,4,1,2,1,0,"Mpumalanga"
"2068",2008,4,1,2,2,0,"Mpumalanga"
"2069",2008,4,1,3,1,0,"Mpumalanga"
"2070",2008,4,1,3,2,0,"Mpumalanga"
"2071",2008,4,1,4,1,0,"Mpumalanga"
"2072",2008,4,1,4,2,0,"Mpumalanga"
"2073",2008,4,2,1,1,0,"Mpumalanga"
"2074",2008,4,2,1,2,0,"Mpumalanga"
"2075",2008,4,2,2,1,0,"Mpumalanga"
"2076",2008,4,2,2,2,0,"Mpumalanga"
"2077",2008,4,2,3,1,0,"Mpumalanga"
"2078",2008,4,2,3,2,0,"Mpumalanga"
"2079",2008,4,2,4,1,0,"Mpumalanga"
"2080",2008,4,2,4,2,0,"Mpumalanga"
"2081",2008,5,1,1,1,0,"Mpumalanga"
"2082",2008,5,1,1,2,0,"Mpumalanga"
"2083",2008,5,1,2,1,0,"Mpumalanga"
"2084",2008,5,1,2,2,0,"Mpumalanga"
"2085",2008,5,1,3,1,0,"Mpumalanga"
"2086",2008,5,1,3,2,0,"Mpumalanga"
"2087",2008,5,1,4,1,0,"Mpumalanga"
"2088",2008,5,1,4,2,0,"Mpumalanga"
"2089",2008,5,2,1,1,0,"Mpumalanga"
"2090",2008,5,2,1,2,0,"Mpumalanga"
"2091",2008,5,2,2,1,0,"Mpumalanga"
"2092",2008,5,2,2,2,0,"Mpumalanga"
"2093",2008,5,2,3,1,0,"Mpumalanga"
"2094",2008,5,2,3,2,0,"Mpumalanga"
"2095",2008,5,2,4,1,0,"Mpumalanga"
"2096",2008,5,2,4,2,0,"Mpumalanga"
"2097",2008,6,1,1,1,0.00217627794696124,"Mpumalanga"
"2098",2008,6,1,1,2,0.00464803095455525,"Mpumalanga"
"2099",2008,6,1,2,1,0.00452162848617741,"Mpumalanga"
"2100",2008,6,1,2,2,0.0390436654661388,"Mpumalanga"
"2101",2008,6,1,3,1,0,"Mpumalanga"
"2102",2008,6,1,3,2,0,"Mpumalanga"
"2103",2008,6,1,4,1,0,"Mpumalanga"
"2104",2008,6,1,4,2,0,"Mpumalanga"
"2105",2008,6,2,1,1,7.75345075500017e-05,"Mpumalanga"
"2106",2008,6,2,1,2,0.000162187808443608,"Mpumalanga"
"2107",2008,6,2,2,1,1.98589288212775e-05,"Mpumalanga"
"2108",2008,6,2,2,2,0.000167431539641242,"Mpumalanga"
"2109",2008,6,2,3,1,0,"Mpumalanga"
"2110",2008,6,2,3,2,0,"Mpumalanga"
"2111",2008,6,2,4,1,0,"Mpumalanga"
"2112",2008,6,2,4,2,0,"Mpumalanga"
"2113",2008,7,1,1,1,0,"Mpumalanga"
"2114",2008,7,1,1,2,0,"Mpumalanga"
"2115",2008,7,1,2,1,0,"Mpumalanga"
"2116",2008,7,1,2,2,0,"Mpumalanga"
"2117",2008,7,1,3,1,0,"Mpumalanga"
"2118",2008,7,1,3,2,0,"Mpumalanga"
"2119",2008,7,1,4,1,0,"Mpumalanga"
"2120",2008,7,1,4,2,0,"Mpumalanga"
"2121",2008,7,2,1,1,0,"Mpumalanga"
"2122",2008,7,2,1,2,0,"Mpumalanga"
"2123",2008,7,2,2,1,0,"Mpumalanga"
"2124",2008,7,2,2,2,0,"Mpumalanga"
"2125",2008,7,2,3,1,0,"Mpumalanga"
"2126",2008,7,2,3,2,0,"Mpumalanga"
"2127",2008,7,2,4,1,0,"Mpumalanga"
"2128",2008,7,2,4,2,0,"Mpumalanga"
"2129",2009,1,1,1,1,0.251618498939222,"Mpumalanga"
"2130",2009,1,1,1,2,0.203376807343621,"Mpumalanga"
"2131",2009,1,1,2,1,0.00252459817906048,"Mpumalanga"
"2132",2009,1,1,2,2,0.0173623282196734,"Mpumalanga"
"2133",2009,1,1,3,1,0,"Mpumalanga"
"2134",2009,1,1,3,2,0,"Mpumalanga"
"2135",2009,1,1,4,1,0,"Mpumalanga"
"2136",2009,1,1,4,2,0,"Mpumalanga"
"2137",2009,1,2,1,1,0,"Mpumalanga"
"2138",2009,1,2,1,2,0,"Mpumalanga"
"2139",2009,1,2,2,1,0,"Mpumalanga"
"2140",2009,1,2,2,2,0,"Mpumalanga"
"2141",2009,1,2,3,1,0,"Mpumalanga"
"2142",2009,1,2,3,2,0,"Mpumalanga"
"2143",2009,1,2,4,1,0,"Mpumalanga"
"2144",2009,1,2,4,2,0,"Mpumalanga"
"2145",2009,2,1,1,1,0.0303254630400394,"Mpumalanga"
"2146",2009,2,1,1,2,0.0279011158012105,"Mpumalanga"
"2147",2009,2,1,2,1,0.000304268601445484,"Mpumalanga"
"2148",2009,2,1,2,2,0.00238192513966084,"Mpumalanga"
"2149",2009,2,1,3,1,0,"Mpumalanga"
"2150",2009,2,1,3,2,0,"Mpumalanga"
"2151",2009,2,1,4,1,0,"Mpumalanga"
"2152",2009,2,1,4,2,0,"Mpumalanga"
"2153",2009,2,2,1,1,0.00113248617161973,"Mpumalanga"
"2154",2009,2,2,1,2,0.00104195038261782,"Mpumalanga"
"2155",2009,2,2,2,1,1.13627278548106e-05,"Mpumalanga"
"2156",2009,2,2,2,2,8.89515612321476e-05,"Mpumalanga"
"2157",2009,2,2,3,1,0,"Mpumalanga"
"2158",2009,2,2,3,2,0,"Mpumalanga"
"2159",2009,2,2,4,1,0,"Mpumalanga"
"2160",2009,2,2,4,2,0,"Mpumalanga"
"2161",2009,3,1,1,1,0.197115509760256,"Mpumalanga"
"2162",2009,3,1,1,2,0.181357252707868,"Mpumalanga"
"2163",2009,3,1,2,1,0.00197774590939565,"Mpumalanga"
"2164",2009,3,1,2,2,0.0154825134077955,"Mpumalanga"
"2165",2009,3,1,3,1,0,"Mpumalanga"
"2166",2009,3,1,3,2,0,"Mpumalanga"
"2167",2009,3,1,4,1,0,"Mpumalanga"
"2168",2009,3,1,4,2,0,"Mpumalanga"
"2169",2009,3,2,1,1,0.00736116011552823,"Mpumalanga"
"2170",2009,3,2,1,2,0.00677267748701582,"Mpumalanga"
"2171",2009,3,2,2,1,7.3857731056269e-05,"Mpumalanga"
"2172",2009,3,2,2,2,0.000578185148008959,"Mpumalanga"
"2173",2009,3,2,3,1,0,"Mpumalanga"
"2174",2009,3,2,3,2,0,"Mpumalanga"
"2175",2009,3,2,4,1,0,"Mpumalanga"
"2176",2009,3,2,4,2,0,"Mpumalanga"
"2177",2009,4,1,1,1,0,"Mpumalanga"
"2178",2009,4,1,1,2,0,"Mpumalanga"
"2179",2009,4,1,2,1,0,"Mpumalanga"
"2180",2009,4,1,2,2,0,"Mpumalanga"
"2181",2009,4,1,3,1,0,"Mpumalanga"
"2182",2009,4,1,3,2,0,"Mpumalanga"
"2183",2009,4,1,4,1,0,"Mpumalanga"
"2184",2009,4,1,4,2,0,"Mpumalanga"
"2185",2009,4,2,1,1,0,"Mpumalanga"
"2186",2009,4,2,1,2,0,"Mpumalanga"
"2187",2009,4,2,2,1,0,"Mpumalanga"
"2188",2009,4,2,2,2,0,"Mpumalanga"
"2189",2009,4,2,3,1,0,"Mpumalanga"
"2190",2009,4,2,3,2,0,"Mpumalanga"
"2191",2009,4,2,4,1,0,"Mpumalanga"
"2192",2009,4,2,4,2,0,"Mpumalanga"
"2193",2009,5,1,1,1,0,"Mpumalanga"
"2194",2009,5,1,1,2,0,"Mpumalanga"
"2195",2009,5,1,2,1,0,"Mpumalanga"
"2196",2009,5,1,2,2,0,"Mpumalanga"
"2197",2009,5,1,3,1,0,"Mpumalanga"
"2198",2009,5,1,3,2,0,"Mpumalanga"
"2199",2009,5,1,4,1,0,"Mpumalanga"
"2200",2009,5,1,4,2,0,"Mpumalanga"
"2201",2009,5,2,1,1,0,"Mpumalanga"
"2202",2009,5,2,1,2,0,"Mpumalanga"
"2203",2009,5,2,2,1,0,"Mpumalanga"
"2204",2009,5,2,2,2,0,"Mpumalanga"
"2205",2009,5,2,3,1,0,"Mpumalanga"
"2206",2009,5,2,3,2,0,"Mpumalanga"
"2207",2009,5,2,4,1,0,"Mpumalanga"
"2208",2009,5,2,4,2,0,"Mpumalanga"
"2209",2009,6,1,1,1,0.00233423634193407,"Mpumalanga"
"2210",2009,6,1,1,2,0.00511905971675536,"Mpumalanga"
"2211",2009,6,1,2,1,0.00470320035296342,"Mpumalanga"
"2212",2009,6,1,2,2,0.0386377122356617,"Mpumalanga"
"2213",2009,6,1,3,1,0,"Mpumalanga"
"2214",2009,6,1,3,2,0,"Mpumalanga"
"2215",2009,6,1,4,1,0,"Mpumalanga"
"2216",2009,6,1,4,2,0,"Mpumalanga"
"2217",2009,6,2,1,1,7.98167802253131e-05,"Mpumalanga"
"2218",2009,6,2,1,2,0.00017226304800407,"Mpumalanga"
"2219",2009,6,2,2,1,1.87332603917009e-05,"Mpumalanga"
"2220",2009,6,2,2,2,0.000146319889882011,"Mpumalanga"
"2221",2009,6,2,3,1,0,"Mpumalanga"
"2222",2009,6,2,3,2,0,"Mpumalanga"
"2223",2009,6,2,4,1,0,"Mpumalanga"
"2224",2009,6,2,4,2,0,"Mpumalanga"
"2225",2009,7,1,1,1,0,"Mpumalanga"
"2226",2009,7,1,1,2,0,"Mpumalanga"
"2227",2009,7,1,2,1,0,"Mpumalanga"
"2228",2009,7,1,2,2,0,"Mpumalanga"
"2229",2009,7,1,3,1,0,"Mpumalanga"
"2230",2009,7,1,3,2,0,"Mpumalanga"
"2231",2009,7,1,4,1,0,"Mpumalanga"
"2232",2009,7,1,4,2,0,"Mpumalanga"
"2233",2009,7,2,1,1,0,"Mpumalanga"
"2234",2009,7,2,1,2,0,"Mpumalanga"
"2235",2009,7,2,2,1,0,"Mpumalanga"
"2236",2009,7,2,2,2,0,"Mpumalanga"
"2237",2009,7,2,3,1,0,"Mpumalanga"
"2238",2009,7,2,3,2,0,"Mpumalanga"
"2239",2009,7,2,4,1,0,"Mpumalanga"
"2240",2009,7,2,4,2,0,"Mpumalanga"
"2241",2010,1,1,1,1,0.252463363573959,"Mpumalanga"
"2242",2010,1,1,1,2,0.205543667590669,"Mpumalanga"
"2243",2010,1,1,2,1,0.00265374763920047,"Mpumalanga"
"2244",2010,1,1,2,2,0.0171697415017378,"Mpumalanga"
"2245",2010,1,1,3,1,0,"Mpumalanga"
"2246",2010,1,1,3,2,0,"Mpumalanga"
"2247",2010,1,1,4,1,0,"Mpumalanga"
"2248",2010,1,1,4,2,0,"Mpumalanga"
"2249",2010,1,2,1,1,0,"Mpumalanga"
"2250",2010,1,2,1,2,0,"Mpumalanga"
"2251",2010,1,2,2,1,0,"Mpumalanga"
"2252",2010,1,2,2,2,0,"Mpumalanga"
"2253",2010,1,2,3,1,0,"Mpumalanga"
"2254",2010,1,2,3,2,0,"Mpumalanga"
"2255",2010,1,2,4,1,0,"Mpumalanga"
"2256",2010,1,2,4,2,0,"Mpumalanga"
"2257",2010,2,1,1,1,0.0301401484452315,"Mpumalanga"
"2258",2010,2,1,1,2,0.0277655670472341,"Mpumalanga"
"2259",2010,2,1,2,1,0.000316815662476325,"Mpumalanga"
"2260",2010,2,1,2,2,0.00231934953014247,"Mpumalanga"
"2261",2010,2,1,3,1,0,"Mpumalanga"
"2262",2010,2,1,3,2,0,"Mpumalanga"
"2263",2010,2,1,4,1,0,"Mpumalanga"
"2264",2010,2,1,4,2,0,"Mpumalanga"
"2265",2010,2,2,1,1,0.00112556570957296,"Mpumalanga"
"2266",2010,2,2,1,2,0.0010368883959548,"Mpumalanga"
"2267",2010,2,2,2,1,1.18312902999457e-05,"Mpumalanga"
"2268",2010,2,2,2,2,8.66147127439097e-05,"Mpumalanga"
"2269",2010,2,2,3,1,0,"Mpumalanga"
"2270",2010,2,2,3,2,0,"Mpumalanga"
"2271",2010,2,2,4,1,0,"Mpumalanga"
"2272",2010,2,2,4,2,0,"Mpumalanga"
"2273",2010,3,1,1,1,0.195910964894005,"Mpumalanga"
"2274",2010,3,1,1,2,0.180476185807021,"Mpumalanga"
"2275",2010,3,1,2,1,0.00205930180609611,"Mpumalanga"
"2276",2010,3,1,2,2,0.0150757719459261,"Mpumalanga"
"2277",2010,3,1,3,1,0,"Mpumalanga"
"2278",2010,3,1,3,2,0,"Mpumalanga"
"2279",2010,3,1,4,1,0,"Mpumalanga"
"2280",2010,3,1,4,2,0,"Mpumalanga"
"2281",2010,3,2,1,1,0.00731617711222424,"Mpumalanga"
"2282",2010,3,2,1,2,0.00673977457370619,"Mpumalanga"
"2283",2010,3,2,2,1,7.69033869496474e-05,"Mpumalanga"
"2284",2010,3,2,2,2,0.000562995632835413,"Mpumalanga"
"2285",2010,3,2,3,1,0,"Mpumalanga"
"2286",2010,3,2,3,2,0,"Mpumalanga"
"2287",2010,3,2,4,1,0,"Mpumalanga"
"2288",2010,3,2,4,2,0,"Mpumalanga"
"2289",2010,4,1,1,1,0,"Mpumalanga"
"2290",2010,4,1,1,2,0,"Mpumalanga"
"2291",2010,4,1,2,1,0,"Mpumalanga"
"2292",2010,4,1,2,2,0,"Mpumalanga"
"2293",2010,4,1,3,1,0,"Mpumalanga"
"2294",2010,4,1,3,2,0,"Mpumalanga"
"2295",2010,4,1,4,1,0,"Mpumalanga"
"2296",2010,4,1,4,2,0,"Mpumalanga"
"2297",2010,4,2,1,1,0,"Mpumalanga"
"2298",2010,4,2,1,2,0,"Mpumalanga"
"2299",2010,4,2,2,1,0,"Mpumalanga"
"2300",2010,4,2,2,2,0,"Mpumalanga"
"2301",2010,4,2,3,1,0,"Mpumalanga"
"2302",2010,4,2,3,2,0,"Mpumalanga"
"2303",2010,4,2,4,1,0,"Mpumalanga"
"2304",2010,4,2,4,2,0,"Mpumalanga"
"2305",2010,5,1,1,1,0,"Mpumalanga"
"2306",2010,5,1,1,2,0,"Mpumalanga"
"2307",2010,5,1,2,1,0,"Mpumalanga"
"2308",2010,5,1,2,2,0,"Mpumalanga"
"2309",2010,5,1,3,1,0,"Mpumalanga"
"2310",2010,5,1,3,2,0,"Mpumalanga"
"2311",2010,5,1,4,1,0,"Mpumalanga"
"2312",2010,5,1,4,2,0,"Mpumalanga"
"2313",2010,5,2,1,1,0,"Mpumalanga"
"2314",2010,5,2,1,2,0,"Mpumalanga"
"2315",2010,5,2,2,1,0,"Mpumalanga"
"2316",2010,5,2,2,2,0,"Mpumalanga"
"2317",2010,5,2,3,1,0,"Mpumalanga"
"2318",2010,5,2,3,2,0,"Mpumalanga"
"2319",2010,5,2,4,1,0,"Mpumalanga"
"2320",2010,5,2,4,2,0,"Mpumalanga"
"2321",2010,6,1,1,1,0.00252037323821099,"Mpumalanga"
"2322",2010,6,1,1,2,0.00544003808939531,"Mpumalanga"
"2323",2010,6,1,2,1,0.00491751447440439,"Mpumalanga"
"2324",2010,6,1,2,2,0.0378645229356015,"Mpumalanga"
"2325",2010,6,1,3,1,0,"Mpumalanga"
"2326",2010,6,1,3,2,0,"Mpumalanga"
"2327",2010,6,1,4,1,0,"Mpumalanga"
"2328",2010,6,1,4,2,0,"Mpumalanga"
"2329",2010,6,2,1,1,8.27741881687529e-05,"Mpumalanga"
"2330",2010,6,2,1,2,0.000176412865226727,"Mpumalanga"
"2331",2010,6,2,2,1,1.80044930273467e-05,"Mpumalanga"
"2332",2010,6,2,2,2,0.000128983457979347,"Mpumalanga"
"2333",2010,6,2,3,1,0,"Mpumalanga"
"2334",2010,6,2,3,2,0,"Mpumalanga"
"2335",2010,6,2,4,1,0,"Mpumalanga"
"2336",2010,6,2,4,2,0,"Mpumalanga"
"2337",2010,7,1,1,1,0,"Mpumalanga"
"2338",2010,7,1,1,2,0,"Mpumalanga"
"2339",2010,7,1,2,1,0,"Mpumalanga"
"2340",2010,7,1,2,2,0,"Mpumalanga"
"2341",2010,7,1,3,1,0,"Mpumalanga"
"2342",2010,7,1,3,2,0,"Mpumalanga"
"2343",2010,7,1,4,1,0,"Mpumalanga"
"2344",2010,7,1,4,2,0,"Mpumalanga"
"2345",2010,7,2,1,1,0,"Mpumalanga"
"2346",2010,7,2,1,2,0,"Mpumalanga"
"2347",2010,7,2,2,1,0,"Mpumalanga"
"2348",2010,7,2,2,2,0,"Mpumalanga"
"2349",2010,7,2,3,1,0,"Mpumalanga"
"2350",2010,7,2,3,2,0,"Mpumalanga"
"2351",2010,7,2,4,1,0,"Mpumalanga"
"2352",2010,7,2,4,2,0,"Mpumalanga"
"2353",2011,1,1,1,1,0.253280911401694,"Mpumalanga"
"2354",2011,1,1,1,2,0.208555860437629,"Mpumalanga"
"2355",2011,1,1,2,1,0.00291151234402917,"Mpumalanga"
"2356",2011,1,1,2,2,0.0168749386050223,"Mpumalanga"
"2357",2011,1,1,3,1,0,"Mpumalanga"
"2358",2011,1,1,3,2,0,"Mpumalanga"
"2359",2011,1,1,4,1,0,"Mpumalanga"
"2360",2011,1,1,4,2,0,"Mpumalanga"
"2361",2011,1,2,1,1,0,"Mpumalanga"
"2362",2011,1,2,1,2,0,"Mpumalanga"
"2363",2011,1,2,2,1,0,"Mpumalanga"
"2364",2011,1,2,2,2,0,"Mpumalanga"
"2365",2011,1,2,3,1,0,"Mpumalanga"
"2366",2011,1,2,3,2,0,"Mpumalanga"
"2367",2011,1,2,4,1,0,"Mpumalanga"
"2368",2011,1,2,4,2,0,"Mpumalanga"
"2369",2011,2,1,1,1,0.02993534298459,"Mpumalanga"
"2370",2011,2,1,1,2,0.0275662574026654,"Mpumalanga"
"2371",2011,2,1,2,1,0.000344112472353485,"Mpumalanga"
"2372",2011,2,1,2,2,0.00223047628709208,"Mpumalanga"
"2373",2011,2,1,3,1,0,"Mpumalanga"
"2374",2011,2,1,3,2,0,"Mpumalanga"
"2375",2011,2,1,4,1,0,"Mpumalanga"
"2376",2011,2,1,4,2,0,"Mpumalanga"
"2377",2011,2,2,1,1,0.00111791737286851,"Mpumalanga"
"2378",2011,2,2,1,2,0.00102944529719497,"Mpumalanga"
"2379",2011,2,2,2,1,1.28506732414165e-05,"Mpumalanga"
"2380",2011,2,2,2,2,8.32957949536463e-05,"Mpumalanga"
"2381",2011,2,2,3,1,0,"Mpumalanga"
"2382",2011,2,2,3,2,0,"Mpumalanga"
"2383",2011,2,2,4,1,0,"Mpumalanga"
"2384",2011,2,2,4,2,0,"Mpumalanga"
"2385",2011,3,1,1,1,0.194579729399835,"Mpumalanga"
"2386",2011,3,1,1,2,0.179180673117325,"Mpumalanga"
"2387",2011,3,1,2,1,0.00223673107029765,"Mpumalanga"
"2388",2011,3,1,2,2,0.0144980958660986,"Mpumalanga"
"2389",2011,3,1,3,1,0,"Mpumalanga"
"2390",2011,3,1,3,2,0,"Mpumalanga"
"2391",2011,3,1,4,1,0,"Mpumalanga"
"2392",2011,3,1,4,2,0,"Mpumalanga"
"2393",2011,3,2,1,1,0.00726646292364529,"Mpumalanga"
"2394",2011,3,2,1,2,0.00669139443176732,"Mpumalanga"
"2395",2011,3,2,2,1,8.3529376069207e-05,"Mpumalanga"
"2396",2011,3,2,2,2,0.000541422667198701,"Mpumalanga"
"2397",2011,3,2,3,1,0,"Mpumalanga"
"2398",2011,3,2,3,2,0,"Mpumalanga"
"2399",2011,3,2,4,1,0,"Mpumalanga"
"2400",2011,3,2,4,2,0,"Mpumalanga"
"2401",2011,4,1,1,1,0,"Mpumalanga"
"2402",2011,4,1,1,2,0,"Mpumalanga"
"2403",2011,4,1,2,1,0,"Mpumalanga"
"2404",2011,4,1,2,2,0,"Mpumalanga"
"2405",2011,4,1,3,1,0,"Mpumalanga"
"2406",2011,4,1,3,2,0,"Mpumalanga"
"2407",2011,4,1,4,1,0,"Mpumalanga"
"2408",2011,4,1,4,2,0,"Mpumalanga"
"2409",2011,4,2,1,1,0,"Mpumalanga"
"2410",2011,4,2,1,2,0,"Mpumalanga"
"2411",2011,4,2,2,1,0,"Mpumalanga"
"2412",2011,4,2,2,2,0,"Mpumalanga"
"2413",2011,4,2,3,1,0,"Mpumalanga"
"2414",2011,4,2,3,2,0,"Mpumalanga"
"2415",2011,4,2,4,1,0,"Mpumalanga"
"2416",2011,4,2,4,2,0,"Mpumalanga"
"2417",2011,5,1,1,1,0,"Mpumalanga"
"2418",2011,5,1,1,2,0,"Mpumalanga"
"2419",2011,5,1,2,1,0,"Mpumalanga"
"2420",2011,5,1,2,2,0,"Mpumalanga"
"2421",2011,5,1,3,1,0,"Mpumalanga"
"2422",2011,5,1,3,2,0,"Mpumalanga"
"2423",2011,5,1,4,1,0,"Mpumalanga"
"2424",2011,5,1,4,2,0,"Mpumalanga"
"2425",2011,5,2,1,1,0,"Mpumalanga"
"2426",2011,5,2,1,2,0,"Mpumalanga"
"2427",2011,5,2,2,1,0,"Mpumalanga"
"2428",2011,5,2,2,2,0,"Mpumalanga"
"2429",2011,5,2,3,1,0,"Mpumalanga"
"2430",2011,5,2,3,2,0,"Mpumalanga"
"2431",2011,5,2,4,1,0,"Mpumalanga"
"2432",2011,5,2,4,2,0,"Mpumalanga"
"2433",2011,6,1,1,1,0.00282741688789895,"Mpumalanga"
"2434",2011,6,1,1,2,0.00565259682301592,"Mpumalanga"
"2435",2011,6,1,2,1,0.00537456821439806,"Mpumalanga"
"2436",2011,6,1,2,2,0.0367297676487774,"Mpumalanga"
"2437",2011,6,1,3,1,0,"Mpumalanga"
"2438",2011,6,1,3,2,0,"Mpumalanga"
"2439",2011,6,1,4,1,0,"Mpumalanga"
"2440",2011,6,1,4,2,0,"Mpumalanga"
"2441",2011,6,2,1,1,8.79794170715697e-05,"Mpumalanga"
"2442",2011,6,2,1,2,0.000175602377671939,"Mpumalanga"
"2443",2011,6,2,2,1,1.75760964679568e-05,"Mpumalanga"
"2444",2011,6,2,2,2,0.000113532609127828,"Mpumalanga"
"2445",2011,6,2,3,1,0,"Mpumalanga"
"2446",2011,6,2,3,2,0,"Mpumalanga"
"2447",2011,6,2,4,1,0,"Mpumalanga"
"2448",2011,6,2,4,2,0,"Mpumalanga"
"2449",2011,7,1,1,1,0,"Mpumalanga"
"2450",2011,7,1,1,2,0,"Mpumalanga"
"2451",2011,7,1,2,1,0,"Mpumalanga"
"2452",2011,7,1,2,2,0,"Mpumalanga"
"2453",2011,7,1,3,1,0,"Mpumalanga"
"2454",2011,7,1,3,2,0,"Mpumalanga"
"2455",2011,7,1,4,1,0,"Mpumalanga"
"2456",2011,7,1,4,2,0,"Mpumalanga"
"2457",2011,7,2,1,1,0,"Mpumalanga"
"2458",2011,7,2,1,2,0,"Mpumalanga"
"2459",2011,7,2,2,1,0,"Mpumalanga"
"2460",2011,7,2,2,2,0,"Mpumalanga"
"2461",2011,7,2,3,1,0,"Mpumalanga"
"2462",2011,7,2,3,2,0,"Mpumalanga"
"2463",2011,7,2,4,1,0,"Mpumalanga"
"2464",2011,7,2,4,2,0,"Mpumalanga"
"2465",2012,1,1,1,1,0.254184369797208,"Mpumalanga"
"2466",2012,1,1,1,2,0.212327502255228,"Mpumalanga"
"2467",2012,1,1,2,1,0.00339146270038134,"Mpumalanga"
"2468",2012,1,1,2,2,0.0165096021973161,"Mpumalanga"
"2469",2012,1,1,3,1,0,"Mpumalanga"
"2470",2012,1,1,3,2,0,"Mpumalanga"
"2471",2012,1,1,4,1,0,"Mpumalanga"
"2472",2012,1,1,4,2,0,"Mpumalanga"
"2473",2012,1,2,1,1,0,"Mpumalanga"
"2474",2012,1,2,1,2,0,"Mpumalanga"
"2475",2012,1,2,2,1,0,"Mpumalanga"
"2476",2012,1,2,2,2,0,"Mpumalanga"
"2477",2012,1,2,3,1,0,"Mpumalanga"
"2478",2012,1,2,3,2,0,"Mpumalanga"
"2479",2012,1,2,4,1,0,"Mpumalanga"
"2480",2012,1,2,4,2,0,"Mpumalanga"
"2481",2012,2,1,1,1,0.0296942254387048,"Mpumalanga"
"2482",2012,2,1,1,2,0.0272442986206715,"Mpumalanga"
"2483",2012,2,1,2,1,0.000396196107858353,"Mpumalanga"
"2484",2012,2,1,2,2,0.00211839035261434,"Mpumalanga"
"2485",2012,2,1,3,1,0,"Mpumalanga"
"2486",2012,2,1,3,2,0,"Mpumalanga"
"2487",2012,2,1,4,1,0,"Mpumalanga"
"2488",2012,2,1,4,2,0,"Mpumalanga"
"2489",2012,2,2,1,1,0.00110891298318815,"Mpumalanga"
"2490",2012,2,2,1,2,0.00101742194019105,"Mpumalanga"
"2491",2012,2,2,2,1,1.47957052727186e-05,"Mpumalanga"
"2492",2012,2,2,2,2,7.91100131681702e-05,"Mpumalanga"
"2493",2012,2,2,3,1,0,"Mpumalanga"
"2494",2012,2,2,3,2,0,"Mpumalanga"
"2495",2012,2,2,4,1,0,"Mpumalanga"
"2496",2012,2,2,4,2,0,"Mpumalanga"
"2497",2012,3,1,1,1,0.193012465351581,"Mpumalanga"
"2498",2012,3,1,1,2,0.177087941034365,"Mpumalanga"
"2499",2012,3,1,2,1,0.0025752747010793,"Mpumalanga"
"2500",2012,3,1,2,2,0.0137695372919932,"Mpumalanga"
"2501",2012,3,1,3,1,0,"Mpumalanga"
"2502",2012,3,1,3,2,0,"Mpumalanga"
"2503",2012,3,1,4,1,0,"Mpumalanga"
"2504",2012,3,1,4,2,0,"Mpumalanga"
"2505",2012,3,2,1,1,0.00720793439072296,"Mpumalanga"
"2506",2012,3,2,1,2,0.00661324261124185,"Mpumalanga"
