"sim_id","general_sim_id","region_id_1_sim_id","region_id_2_sim_id","region_id_3_sim_id","region_id_4_sim_id","region_id_5_sim_id","region_id_6_sim_id","region_id_7_sim_id","region_id_8_sim_id","region_id_9_sim_id","total_disease_mort_SA_2005","total_disease_mort_SA_2017"
1652538,357,14,25,18,4,5,9,34,14,17,310847.347434482,165802.698489916
1652539,357,14,25,18,4,5,9,34,14,21,311264.486519451,166300.650988375
1652540,357,14,25,18,4,5,9,34,21,17,306995.496149876,161459.123991824
1652541,357,14,25,18,4,5,9,34,21,21,307412.635234845,161957.076490282
1652542,357,14,25,18,4,5,9,34,35,17,312669.383348154,166715.205969383
1652543,357,14,25,18,4,5,9,34,35,21,313086.522433123,167213.158467841
1652544,357,14,25,18,4,5,10,34,3,17,291919.66953937,152361.456659068
1652545,357,14,25,18,4,5,10,34,3,21,292336.808624339,152859.409157526
1652546,357,14,25,18,4,5,10,34,5,17,301628.647454985,157153.775830095
1652547,357,14,25,18,4,5,10,34,5,21,302045.786539954,157651.728328553
1652548,357,14,25,18,4,5,10,34,14,17,299364.961372667,159211.445422389
1652549,357,14,25,18,4,5,10,34,14,21,299782.100457636,159709.397920848
1652550,357,14,25,18,4,5,10,34,21,17,295513.110088061,154867.870924297
1652551,357,14,25,18,4,5,10,34,21,21,295930.24917303,155365.823422755
1652552,357,14,25,18,4,5,10,34,35,17,301186.997286339,160123.952901856
1652553,357,14,25,18,4,5,10,34,35,21,301604.136371308,160621.905400314
1652554,357,14,25,18,4,5,26,34,3,17,300258.08558194,156419.779867296
1652555,357,14,25,18,4,5,26,34,3,21,300675.224666909,156917.732365754
1652556,357,14,25,18,4,5,26,34,5,17,309967.063497554,161212.099038323
1652557,357,14,25,18,4,5,26,34,5,21,310384.202582523,161710.051536782
1652558,357,14,25,18,4,5,26,34,14,17,307703.377415236,163269.768630618
1652559,357,14,25,18,4,5,26,34,14,21,308120.516500206,163767.721129076
1652560,357,14,25,18,4,5,26,34,21,17,303851.526130631,158926.194132525
1652561,357,14,25,18,4,5,26,34,21,21,304268.6652156,159424.146630983
1652562,357,14,25,18,4,5,26,34,35,17,309525.413328909,164182.276110084
1652563,357,14,25,18,4,5,26,34,35,21,309942.552413878,164680.228608543
1652564,357,14,25,18,4,17,3,34,3,17,285512.349043614,146744.58867132
1652565,357,14,25,18,4,17,3,34,3,21,285929.488128583,147242.541169778
1652566,357,14,25,18,4,17,3,34,5,17,295221.326959229,151536.907842348
1652567,357,14,25,18,4,17,3,34,5,21,295638.466044198,152034.860340806
1652568,357,14,25,18,4,17,3,34,14,17,292957.640876911,153594.577434642
1652569,357,14,25,18,4,17,3,34,14,21,293374.77996188,154092.5299331
1652570,357,14,25,18,4,17,3,34,21,17,289105.789592305,149251.00293655
1652571,357,14,25,18,4,17,3,34,21,21,289522.928677274,149748.955435008
1652572,357,14,25,18,4,17,3,34,35,17,294779.676790583,154507.084914109
1652573,357,14,25,18,4,17,3,34,35,21,295196.815875552,155005.037412567
1652574,357,14,25,18,4,17,5,34,3,17,296962.626025471,151615.503856083
1652575,357,14,25,18,4,17,5,34,3,21,297379.765110441,152113.456354541
1652576,357,14,25,18,4,17,5,34,5,17,306671.603941086,156407.82302711
1652577,357,14,25,18,4,17,5,34,5,21,307088.743026055,156905.775525568
1652578,357,14,25,18,4,17,5,34,14,17,304407.917858768,158465.492619404
1652579,357,14,25,18,4,17,5,34,14,21,304825.056943738,158963.445117863
1652580,357,14,25,18,4,17,5,34,21,17,300556.066574163,154121.918121312
1652581,357,14,25,18,4,17,5,34,21,21,300973.205659132,154619.87061977
1652582,357,14,25,18,4,17,5,34,35,17,306229.953772441,159378.000098871
1652583,357,14,25,18,4,17,5,34,35,21,306647.09285741,159875.952597329
1652584,357,14,25,18,4,17,9,34,3,17,297112.608292644,156349.004180925
1652585,357,14,25,18,4,17,9,34,3,21,297529.747377613,156846.956679383
1652586,357,14,25,18,4,17,9,34,5,17,306821.586208258,161141.323351952
1652587,357,14,25,18,4,17,9,34,5,21,307238.725293227,161639.275850411
1652588,357,14,25,18,4,17,9,34,14,17,304557.900125941,163198.992944247
1652589,357,14,25,18,4,17,9,34,14,21,304975.03921091,163696.945442705
1652590,357,14,25,18,4,17,9,34,21,17,300706.048841335,158855.418446154
1652591,357,14,25,18,4,17,9,34,21,21,301123.187926304,159353.370944613
1652592,357,14,25,18,4,17,9,34,35,17,306379.936039613,164111.500423713
1652593,357,14,25,18,4,17,9,34,35,21,306797.075124582,164609.452922172
1652594,357,14,25,18,4,17,10,34,3,17,285630.222230829,149757.751113398
1652595,357,14,25,18,4,17,10,34,3,21,286047.361315798,150255.703611856
1652596,357,14,25,18,4,17,10,34,5,17,295339.200146443,154550.070284425
1652597,357,14,25,18,4,17,10,34,5,21,295756.339231412,155048.022782884
1652598,357,14,25,18,4,17,10,34,14,17,293075.514064125,156607.73987672
1652599,357,14,25,18,4,17,10,34,14,21,293492.653149095,157105.692375178
1652600,357,14,25,18,4,17,10,34,21,17,289223.66277952,152264.165378627
1652601,357,14,25,18,4,17,10,34,21,21,289640.801864489,152762.117877086
1652602,357,14,25,18,4,17,10,34,35,17,294897.549977798,157520.247356186
1652603,357,14,25,18,4,17,10,34,35,21,295314.689062767,158018.199854645
1652604,357,14,25,18,4,17,26,34,3,17,293968.638273398,153816.074321626
