"sim_id","general_sim_id","region_id_1_sim_id","region_id_2_sim_id","region_id_3_sim_id","region_id_4_sim_id","region_id_5_sim_id","region_id_6_sim_id","region_id_7_sim_id","region_id_8_sim_id","region_id_9_sim_id","total_disease_mort_SA_2005","total_disease_mort_SA_2017"
251536,112,12,17,3,3,6,2,33,8,13,240581.556819975,126113.3736909
251537,112,12,17,3,3,6,8,33,8,6,244269.545347397,127143.62817163
251538,112,12,17,3,3,6,8,33,8,7,244397.738443103,128150.763207362
251539,112,12,17,3,3,6,8,33,8,13,246236.337670713,129614.547237814
251540,112,12,17,3,3,6,8,33,8,23,244730.566059818,127533.48347052
251541,112,12,17,3,3,6,8,33,13,13,244206.817604317,126621.730436913
251542,112,12,17,3,3,6,35,33,8,7,241421.870161955,126052.717313396
251543,112,12,17,3,3,6,35,33,8,13,243260.469389564,127516.501343849
251544,112,12,17,3,3,17,8,33,8,6,242746.970541293,126032.099118885
251545,112,12,17,3,3,17,8,33,8,7,242875.163636999,127039.234154617
251546,112,12,17,3,3,17,8,33,8,13,244713.762864608,128503.018185069
251547,112,12,17,3,3,17,8,33,8,23,243207.991253713,126421.954417775
251548,112,12,17,3,3,17,35,33,8,13,241737.89458346,126404.972291104
251549,112,12,17,3,3,27,2,33,8,6,242691.384044744,127301.719141213
251550,112,12,17,3,3,27,2,33,8,7,242819.57714045,128308.854176944
251551,112,12,17,3,3,27,2,33,8,13,244658.176368059,129772.638207397
251552,112,12,17,3,3,27,2,33,8,23,243152.404757165,127691.574440102
251553,112,12,17,3,3,27,2,33,13,13,242628.656301664,126779.821406495
251554,112,12,17,3,3,27,5,33,8,7,245982.717647206,126567.710459428
251555,112,12,17,3,3,27,5,33,8,13,247821.316874816,128031.494489881
251556,112,12,17,3,3,27,8,33,8,6,248346.164895481,130802.892688127
251557,112,12,17,3,3,27,8,33,8,7,248474.357991187,131810.027723858
251558,112,12,17,3,3,27,8,33,8,13,250312.957218797,133273.811754311
251559,112,12,17,3,3,27,8,33,8,23,248807.185607902,131192.747987016
251560,112,12,17,3,3,27,8,33,12,7,239910.835623794,126672.166752163
251561,112,12,17,3,3,27,8,33,12,13,241749.434851404,128135.950782616
251562,112,12,17,3,3,27,8,33,12,23,240243.663240509,126054.887015322
251563,112,12,17,3,3,27,8,33,13,6,246316.644829085,127810.075887225
251564,112,12,17,3,3,27,8,33,13,7,246444.837924792,128817.210922956
251565,112,12,17,3,3,27,8,33,13,13,248283.437152401,130280.994953409
251566,112,12,17,3,3,27,8,33,13,23,246777.665541506,128199.931186115
251567,112,12,17,3,3,27,8,33,22,13,244729.999685664,126795.850232244
251568,112,12,17,3,3,27,8,33,23,7,242988.531678156,126202.980563326
251569,112,12,17,3,3,27,8,33,23,13,244827.130905765,127666.764593779
251570,112,12,17,3,3,27,35,33,8,6,245370.296614332,128704.846794161
251571,112,12,17,3,3,27,35,33,8,7,245498.489710039,129711.981829892
251572,112,12,17,3,3,27,35,33,8,13,247337.088937648,131175.765860345
251573,112,12,17,3,3,27,35,33,8,23,245831.317326753,129094.702093051
251574,112,12,17,3,3,27,35,33,12,13,238773.566570255,126037.904888651
251575,112,12,17,3,3,27,35,33,13,7,243468.969643643,126719.165028991
251576,112,12,17,3,3,27,35,33,13,13,245307.568871253,128182.949059444
251577,112,12,17,3,3,27,35,33,13,23,243801.797260358,126101.885292149
251578,112,12,17,3,3,32,2,33,8,13,237293.031621569,126408.532996314
251579,112,12,17,3,3,32,8,33,8,6,240981.020148991,127438.787477044
251580,112,12,17,3,3,32,8,33,8,7,241109.213244697,128445.922512775
251581,112,12,17,3,3,32,8,33,8,13,242947.812472306,129909.706543228
251582,112,12,17,3,3,32,8,33,8,23,241442.040861412,127828.642775934
251583,112,12,17,3,3,32,8,33,13,13,240918.292405911,126916.889742327
251584,112,12,17,3,3,32,35,33,8,7,238133.344963548,126347.87661881
251585,112,12,17,3,3,32,35,33,8,13,239971.944191158,127811.660649263
251586,112,12,17,3,5,6,2,33,8,6,273916.110460896,135790.118637277
251587,112,12,17,3,5,6,2,33,8,7,274044.303556603,136797.253673008
251588,112,12,17,3,5,6,2,33,8,13,275882.902784212,138261.037703461
251589,112,12,17,3,5,6,2,33,8,23,274377.131173317,136179.973936166
251590,112,12,17,3,5,6,2,33,12,6,265352.588093503,130652.257665582
251591,112,12,17,3,5,6,2,33,12,7,265480.78118921,131659.392701313
251592,112,12,17,3,5,6,2,33,12,13,267319.380416819,133123.176731766
251593,112,12,17,3,5,6,2,33,12,23,265813.608805924,131042.112964472
251594,112,12,17,3,5,6,2,33,13,6,271886.590394501,132797.301836375
251595,112,12,17,3,5,6,2,33,13,7,272014.783490207,133804.436872106
251596,112,12,17,3,5,6,2,33,13,13,273853.382717817,135268.220902559
251597,112,12,17,3,5,6,2,33,13,23,272347.611106922,133187.157135264
251598,112,12,17,3,5,6,2,33,17,6,265301.518400216,128289.203484811
