"sim_id","general_sim_id","region_id_1_sim_id","region_id_2_sim_id","region_id_3_sim_id","region_id_4_sim_id","region_id_5_sim_id","region_id_6_sim_id","region_id_7_sim_id","region_id_8_sim_id","region_id_9_sim_id","total_disease_mort_SA_2005","total_disease_mort_SA_2017"
551763,173,17,17,3,5,5,5,16,17,17,294404.689342068,131750.902862772
551764,173,17,17,3,5,5,5,16,17,21,294675.899035893,132013.464377745
551765,173,17,17,3,5,5,5,16,17,22,295977.855628325,133034.24034336
551766,173,17,17,3,5,5,5,16,17,23,295538.480656566,133025.223290028
551767,173,17,17,3,5,5,5,16,27,17,301260.908199653,137425.075568802
551768,173,17,17,3,5,5,5,16,27,21,301532.117893478,137687.637083775
551769,173,17,17,3,5,5,5,16,27,22,302834.07448591,138708.41304939
551770,173,17,17,3,5,5,5,16,27,23,302394.699514151,138699.395996058
551771,173,17,17,3,5,5,5,16,28,17,296991.209048087,133682.221546469
551772,173,17,17,3,5,5,5,16,28,21,297262.418741911,133944.783061442
551773,173,17,17,3,5,5,5,16,28,22,298564.375334344,134965.559027056
551774,173,17,17,3,5,5,5,16,28,23,298125.000362584,134956.541973725
551775,173,17,17,3,5,5,5,16,30,17,298323.310291548,134525.114204377
551776,173,17,17,3,5,5,5,16,30,21,298594.519985372,134787.675719351
551777,173,17,17,3,5,5,5,16,30,22,299896.476577805,135808.451684965
551778,173,17,17,3,5,5,5,16,30,23,299457.101606045,135799.434631634
551779,173,17,17,3,5,5,5,16,37,17,299119.977500505,133382.202820542
551780,173,17,17,3,5,5,5,16,37,21,299391.18719433,133644.764335516
551781,173,17,17,3,5,5,5,16,37,22,300693.143786763,134665.54030113
551782,173,17,17,3,5,5,5,16,37,23,300253.768815003,134656.523247799
551783,173,17,17,3,5,5,5,34,17,17,294505.444309694,131904.878694842
551784,173,17,17,3,5,5,5,34,17,21,294776.654003518,132167.440209815
551785,173,17,17,3,5,5,5,34,17,22,296078.610595951,133188.216175429
551786,173,17,17,3,5,5,5,34,17,23,295639.235624191,133179.199122098
551787,173,17,17,3,5,5,5,34,27,17,301361.663167278,137579.051400872
551788,173,17,17,3,5,5,5,34,27,21,301632.872861103,137841.612915845
551789,173,17,17,3,5,5,5,34,27,22,302934.829453536,138862.388881459
551790,173,17,17,3,5,5,5,34,27,23,302495.454481776,138853.371828128
551791,173,17,17,3,5,5,5,34,28,17,297091.964015712,133836.197378539
551792,173,17,17,3,5,5,5,34,28,21,297363.173709537,134098.758893512
551793,173,17,17,3,5,5,5,34,28,22,298665.130301969,135119.534859126
551794,173,17,17,3,5,5,5,34,28,23,298225.75533021,135110.517805795
551795,173,17,17,3,5,5,5,34,30,17,298424.065259173,134679.090036447
551796,173,17,17,3,5,5,5,34,30,21,298695.274952997,134941.651551421
551797,173,17,17,3,5,5,5,34,30,22,299997.23154543,135962.427517035
