"sim_id","general_sim_id","region_id_1_sim_id","region_id_2_sim_id","region_id_3_sim_id","region_id_4_sim_id","region_id_5_sim_id","region_id_6_sim_id","region_id_7_sim_id","region_id_8_sim_id","region_id_9_sim_id","total_disease_mort_SA_2005","total_disease_mort_SA_2017"
1698743,383,13,17,3,5,6,5,33,17,7,298548.042622817,140628.242836494
1698744,383,13,17,3,5,6,5,33,17,13,300542.623910815,142182.093862359
1698745,383,13,17,3,5,6,5,33,17,21,297975.526436793,138862.186542195
1698746,383,13,17,3,5,6,5,33,30,7,302408.593024925,143301.195978048
1698747,383,13,17,3,5,6,5,33,30,13,304403.174312923,144855.047003913
1698748,383,13,17,3,5,6,5,33,30,21,301836.076838901,141535.13968375
1698749,383,13,17,3,5,6,5,33,31,7,305752.740226166,144981.5536367
1698750,383,13,17,3,5,6,5,33,31,13,307747.321514164,146535.404662565
1698751,383,13,17,3,5,6,5,33,31,21,305180.224040142,143215.497342402
1698752,383,13,17,3,5,6,5,33,35,7,304452.693574881,146109.388030148
1698753,383,13,17,3,5,6,5,33,35,13,306447.27486288,147663.239056013
1698754,383,13,17,3,5,6,5,33,35,21,303880.177388858,144343.33173585
1698755,383,13,17,3,5,6,5,33,37,7,303124.229097716,142252.793740723
1698756,383,13,17,3,5,6,5,33,37,13,305118.810385714,143806.644766587
1698757,383,13,17,3,5,6,5,33,37,21,302551.712911692,140486.737446424
1698758,383,13,17,3,5,6,9,33,17,7,298771.856398103,145664.391951442
1698759,383,13,17,3,5,6,9,33,17,13,300766.437686101,147218.242977307
1698760,383,13,17,3,5,6,9,33,17,21,298199.34021208,143898.335657143
1698761,383,13,17,3,5,6,9,33,30,7,302632.406800211,148337.345092997
1698762,383,13,17,3,5,6,9,33,30,13,304626.98808821,149891.196118862
1698763,383,13,17,3,5,6,9,33,30,21,302059.890614188,146571.288798698
1698764,383,13,17,3,5,6,9,33,31,7,305976.554001452,150017.702751649
1698765,383,13,17,3,5,6,9,33,31,13,307971.13528945,151571.553777514
1698766,383,13,17,3,5,6,9,33,31,21,305404.037815428,148251.64645735
1698767,383,13,17,3,5,6,9,33,35,7,304676.507350167,151145.537145097
1698768,383,13,17,3,5,6,9,33,35,13,306671.088638166,152699.388170962
1698769,383,13,17,3,5,6,9,33,35,21,304103.991164144,149379.480850798
1698770,383,13,17,3,5,6,9,33,37,7,303348.042873002,147288.942855671
1698771,383,13,17,3,5,6,9,33,37,13,305342.624161,148842.793881536
1698772,383,13,17,3,5,6,9,33,37,21,302775.526686979,145522.886561372
1698773,383,13,17,3,5,6,17,33,17,7,290442.515588056,137832.948610431
1698774,383,13,17,3,5,6,17,33,17,13,292437.096876054,139386.799636296
1698775,383,13,17,3,5,6,17,33,17,21,289869.999402033,136066.892316132
1698776,383,13,17,3,5,6,17,33,30,7,294303.065990164,140505.901751986
1698777,383,13,17,3,5,6,17,33,30,13,296297.647278163,142059.75277785
1698778,383,13,17,3,5,6,17,33,30,21,293730.549804141,138739.845457687
1698779,383,13,17,3,5,6,17,33,31,7,297647.213191405,142186.259410638
1698780,383,13,17,3,5,6,17,33,31,13,299641.794479403,143740.110436503
1698781,383,13,17,3,5,6,17,33,31,21,297074.697005382,140420.203116339
1698782,383,13,17,3,5,6,17,33,35,7,296347.166540121,143314.093804086
1698783,383,13,17,3,5,6,17,33,35,13,298341.747828119,144867.944829951
1698784,383,13,17,3,5,6,17,33,35,21,295774.650354097,141548.037509787
1698785,383,13,17,3,5,6,17,33,37,7,295018.702062955,139457.49951466
1698786,383,13,17,3,5,6,17,33,37,13,297013.283350953,141011.350540525
1698787,383,13,17,3,5,6,17,33,37,21,294446.185876932,137691.443220361
1698788,383,13,17,3,5,6,21,33,17,7,290686.111952985,137944.03999595
1698789,383,13,17,3,5,6,21,33,17,13,292680.693240984,139497.891021815
1698790,383,13,17,3,5,6,21,33,17,21,290113.595766962,136177.983701651
1698791,383,13,17,3,5,6,21,33,30,7,294546.662355094,140616.993137505
