"sim_id","general_sim_id","region_id_1_sim_id","region_id_2_sim_id","region_id_3_sim_id","region_id_4_sim_id","region_id_5_sim_id","region_id_6_sim_id","region_id_7_sim_id","region_id_8_sim_id","region_id_9_sim_id","total_disease_mort_SA_2005","total_disease_mort_SA_2017"
249043,53,17,27,3,3,17,9,15,35,7,255088.958630468,126357.008653576
249044,53,17,27,3,3,22,9,15,14,7,256479.838833233,126599.596682241
249045,53,17,27,3,3,22,9,15,35,7,258327.940643472,127412.598930045
249046,53,17,27,3,3,22,9,15,35,23,258491.898248513,126508.102169745
249047,53,17,27,3,3,28,9,15,14,7,255820.598695895,127362.609914934
249048,53,17,27,3,3,28,9,15,14,23,255984.556300936,126458.113154633
249049,53,17,27,3,3,28,9,15,35,7,257668.700506134,128175.612162738
249050,53,17,27,3,3,28,9,15,35,23,257832.658111175,127271.115402437
249051,53,17,27,3,3,35,5,15,35,7,260309.856876402,126078.50644373
249052,53,17,27,3,3,35,9,15,5,7,261132.873223566,128213.295902342
249053,53,17,27,3,3,35,9,15,5,23,261296.830828607,127308.799142042
249054,53,17,27,3,3,35,9,15,14,7,258599.142895573,130417.293681509
249055,53,17,27,3,3,35,9,15,14,23,258763.100500614,129512.796921209
249056,53,17,27,3,3,35,9,15,28,7,257082.397677015,127666.026622974
249057,53,17,27,3,3,35,9,15,28,23,257246.355282056,126761.529862673
249058,53,17,27,3,3,35,9,15,35,7,260447.244705811,131230.295929313
249059,53,17,27,3,3,35,9,15,35,23,260611.202310852,130325.799169013
249060,53,17,27,3,3,35,25,15,14,7,255883.042874437,126779.339242118
249061,53,17,27,3,3,35,25,15,35,7,257731.144684676,127592.341489922
249062,53,17,27,3,3,35,25,15,35,23,257895.102289717,126687.844729621
249063,53,17,27,3,3,35,26,15,14,7,255332.625102956,127768.10707383
249064,53,17,27,3,3,35,26,15,14,23,255496.582707997,126863.610313529
249065,53,17,27,3,3,35,26,15,35,7,257180.726913194,128581.109321634
249066,53,17,27,3,3,35,26,15,35,23,257344.684518235,127676.612561333
249067,53,17,27,3,3,39,9,15,14,7,253744.659642814,127390.058553242
249068,53,17,27,3,3,39,9,15,14,23,253908.617247855,126485.561792941
249069,53,17,27,3,3,39,9,15,35,7,255592.761453052,128203.060801046
