"region_name","year","val_rate","upper_rate","lower_rate"
"KwaZulu-Natal",1999,706.198849843882,1300.59195851145,354.475042160447
"Limpopo",1999,259.017587287192,476.589205517757,136.983335558058
"Mpumalanga",1999,493.324297821932,947.535473952446,239.864008779358
"North-West",1999,560.618933537442,1048.89861792926,292.100888687198
"Northern Cape",1999,317.147977185706,571.437695321049,176.840428116104
"Western Cape",1999,114.151890768502,207.879455308359,63.1936942120268
"Eastern Cape",2000,528.543528196359,917.135582107975,296.744602792952
"Free State",2000,707.389552682218,1272.83745460254,360.343802378767
"Gauteng",2000,588.794285990803,1083.23526829616,269.531569763913
"KwaZulu-Natal",2000,840.199444451821,1531.84976963317,421.97817930043
"Limpopo",2000,324.051803595606,594.545245002476,170.723403445334
"Mpumalanga",2000,618.896742778734,1173.15015082783,304.603220203185
"North-West",2000,682.633415558434,1253.9684334942,360.022640616716
"Northern Cape",2000,382.217342235809,686.326571358361,208.96343872799
"Western Cape",2000,140.658144529409,261.00911836203,74.5570262761492
"Eastern Cape",2001,618.388171706371,1080.59251477757,341.309130688375
"Free State",2001,826.964853668255,1478.43091482094,422.789752992491
"Gauteng",2001,686.631887562156,1247.24765025657,309.99242699874
"KwaZulu-Natal",2001,965.776966162736,1749.50416958134,485.200475956516
"Limpopo",2001,385.665426583371,704.828194266563,199.45993144515
"Mpumalanga",2001,729.13602891605,1368.33894278106,349.515329960341
"North-West",2001,781.762344436,1433.05892400067,397.66229022066
"Northern Cape",2001,443.132727977604,791.97222889812,235.922949406045
"Western Cape",2001,166.71351471157,312.423767943696,83.418092591868
"Eastern Cape",2002,716.192091916758,1244.12381189226,397.439040303221
"Free State",2002,947.036781237979,1671.41452528545,499.889715327247
"Gauteng",2002,774.129770496493,1380.75806266329,352.612386124829
"KwaZulu-Natal",2002,1085.17214438906,1943.27403671149,558.383957301392
"Limpopo",2002,451.227131476791,812.657360573475,234.527595591375
"Mpumalanga",2002,844.593001919888,1560.78060406453,415.239071667596
"North-West",2002,881.813599233231,1602.65489980582,446.923448452292
"Northern Cape",2002,503.304934376392,887.639177768142,267.380642136469
"Western Cape",2002,197.464635586598,367.184217147505,97.2022201678254
"Eastern Cape",2003,809.081571170117,1393.14584712462,450.057133370226
"Free State",2003,1068.23802002301,1839.73863870561,595.779657668982
"Gauteng",2003,846.584286719369,1485.67535873289,391.818284770061
"KwaZulu-Natal",2003,1190.63341608398,2102.55966157714,628.412175312885
"Limpopo",2003,516.160422607455,917.679524970753,273.016273594007
"Mpumalanga",2003,960.470579037159,1738.15590925959,492.437999183981
"North-West",2003,969.59529043295,1736.32238774765,493.212716621624
"Northern Cape",2003,561.208497529036,976.577016643092,300.135153704573
"Western Cape",2003,227.85472996193,419.739830820807,110.800217521768
"Eastern Cape",2004,889.845794850665,1513.3801480628,497.475464650743
"Free State",2004,1162.37237277762,1957.5869498109,667.890599371773
"Gauteng",2004,898.17514035518,1548.84684833754,418.172354061785
"KwaZulu-Natal",2004,1270.10882066029,2209.79046562775,677.735534079995
"Limpopo",2004,573.479741213373,1005.47587583213,308.583122138964
"Mpumalanga",2004,1048.86298665285,1865.9605329753,554.259917784133
"North-West",2004,1038.08478482566,1838.02810696778,528.342369337132
"Northern Cape",2004,610.347392338148,1051.50134993178,329.804946883114
"Western Cape",2004,252.435901348591,458.638754419576,121.5321881938
"Eastern Cape",2005,945.286003907685,1592.86869533803,535.194916116401
"Free State",2005,1219.08411513343,2016.68517288161,718.685051490282
"Gauteng",2005,919.120404979931,1557.08456264202,437.394582409599
"KwaZulu-Natal",2005,1311.16718297909,2247.5330905465,709.88961995543
"Limpopo",2005,615.787620443203,1067.24577638621,336.680626416301
"Mpumalanga",2005,1110.08950806103,1929.11566378684,609.42793384282
"North-West",2005,1080.13626813423,1886.89904729465,550.043166519024
"Northern Cape",2005,634.583017886373,1080.24818643382,347.277744432798
"Western Cape",2005,269.451026495111,479.898790700922,129.730590467381
"Eastern Cape",2006,973.759636585542,1621.99933545518,561.252280079597
"Free State",2006,1233.88788076991,2027.01131913226,739.889454255971
"Gauteng",2006,910.473610134391,1517.78533922245,441.896432298373
"KwaZulu-Natal",2006,1313.69771100167,2222.10229286488,727.092918203518
"Limpopo",2006,638.818041696213,1096.23817217272,354.332824590453
"Mpumalanga",2006,1139.23461124885,1932.91211341342,647.880356488546
"North-West",2006,1083.34356687076,1877.61120215361,553.210972039005
"Northern Cape",2006,647.469840902092,1089.59135333108,363.630688546706
"Western Cape",2006,281.778970596439,494.797417665905,138.726426240418
"Eastern Cape",2007,941.566147470292,1573.32469601352,535.765587357312
"Free State",2007,1200.07048256515,1967.88577949139,724.655274310404
"Gauteng",2007,869.981357896932,1441.31549672026,434.209712449019
"KwaZulu-Natal",2007,1255.07348826848,2115.27703256425,695.318877427959
"Limpopo",2007,634.415454110573,1078.08558018569,359.180188144603
"Mpumalanga",2007,1106.62045191476,1861.16486102573,641.968946327038
"North-West",2007,1064.8653335505,1831.04301417895,550.361560894706
"Northern Cape",2007,636.558770829186,1062.65665098917,366.789351603636
"Western Cape",2007,284.802981504473,493.74226029701,142.200700628575
"Eastern Cape",2008,889.970019751442,1496.01819379146,501.497281716561
"Free State",2008,1133.2401498616,1873.41138227758,677.652530375138
"Gauteng",2008,811.396024537071,1336.03732185976,412.462256306281
"KwaZulu-Natal",2008,1167.52784243693,1963.74828438677,649.490162340306
"Limpopo",2008,606.076336192427,1032.43962923372,344.672190176225
"Mpumalanga",2008,1040.29840671365,1750.37902609661,610.832641981333
"North-West",2008,1011.2247671853,1731.16397626054,528.696978997861
"Northern Cape",2008,607.238845542265,1013.57695604793,352.749028656219
"Western Cape",2008,282.774296214061,488.638462765934,142.458928184045
"Eastern Cape",2009,829.800719576102,1400.32716050948,465.97679022629
"Free State",2009,1053.50637140287,1750.80436459058,625.92934446944
"Gauteng",2009,741.013587953258,1219.23454218462,378.205066443617
"KwaZulu-Natal",2009,1062.95285170809,1801.17579625815,589.500933995042
"Limpopo",2009,568.007941005856,969.420588627495,322.71074281781
"Mpumalanga",2009,954.018361688667,1626.57902514675,554.101456851942
"North-West",2009,936.07732747635,1603.40704896054,487.800087320967
"Northern Cape",2009,567.234472683196,950.855173945884,330.325259237651
"Western Cape",2009,277.423074359107,478.976630144676,140.079243153378
"Eastern Cape",2010,772.935346563843,1304.97865235915,434.483459452536
"Free State",2010,961.94125585219,1616.18031183388,561.84748435597
"Gauteng",2010,673.37207907795,1111.48325962049,342.681716578161
"KwaZulu-Natal",2010,960.591901610177,1641.95368299754,528.064930451587
"Limpopo",2010,524.211235777937,901.422358791637,296.615545420253
"Mpumalanga",2010,870.618032723998,1500.47204891275,492.587477477578
"North-West",2010,859.46802507834,1471.59379964001,448.875419998568
"Northern Cape",2010,527.481541940421,887.043239715241,308.211276765988
"Western Cape",2010,275.208365998359,477.071002679413,138.161886186053
"Eastern Cape",2011,691.114964364964,1171.42034951405,384.942220201129
"Free State",2011,849.856368356666,1443.96606011647,481.266761114588
"Gauteng",2011,599.875975790215,993.546250876189,306.670500347968
"KwaZulu-Natal",2011,846.597091363666,1449.63519769338,465.499011726077
"Limpopo",2011,472.736587564026,814.64831662814,268.614892945192
"Mpumalanga",2011,775.466335582198,1350.99036296818,428.220181778665
"North-West",2011,762.734169758726,1307.98150946516,403.078479385718
"Northern Cape",2011,472.641949576611,799.745346823202,273.530791688878
"Western Cape",2011,270.123390308543,466.83654470017,135.749255105277
"Eastern Cape",2012,604.525974427187,1031.5965997568,335.07948619076
"Free State",2012,726.220402924007,1247.31918716658,396.191172887211
"Gauteng",2012,525.196684666505,877.781089943211,269.383446313198
"KwaZulu-Natal",2012,727.287235687445,1252.52694601097,396.820747584347
"Limpopo",2012,421.819832183401,724.628943340095,246.900324026027
"Mpumalanga",2012,683.921454000125,1195.96139896044,375.595069143005
"North-West",2012,670.981873010333,1154.69607654251,366.740528324445
"Northern Cape",2012,419.979720850957,717.283543013079,240.163404193227
"Western Cape",2012,260.651789200921,450.838350464185,130.91536972089
"Eastern Cape",2013,550.537462855314,945.021277443347,306.931747532672
"Free State",2013,643.500419369364,1115.89469752451,345.933402322093
"Gauteng",2013,466.842075802255,788.709006082459,238.681263764677
"KwaZulu-Natal",2013,642.264174762995,1116.22250770185,342.996007099733
"Limpopo",2013,381.870342135186,658.275846762602,225.894781841354
"Mpumalanga",2013,619.833261659554,1094.00199160197,331.835563753002
"North-West",2013,598.339156201482,1031.04475912706,331.881456260266
"Northern Cape",2013,383.97703350741,662.225869206687,213.488960890055
"Western Cape",2013,257.391384079062,449.681973865876,127.365053843859
"Eastern Cape",2014,530.103745349205,915.266701913615,300.03502482495
"Free State",2014,603.844875560711,1054.07356809345,320.769632715178
"Gauteng",2014,433.494855611653,739.171486906474,220.89814982279
"KwaZulu-Natal",2014,596.213500408546,1037.39821726926,312.473285617663
"Limpopo",2014,361.891277012369,625.923212158954,214.767020544334
"Mpumalanga",2014,590.927380438676,1051.85635654333,308.455766350785
"North-West",2014,554.936180692221,956.820105188874,311.649824327845
"Northern Cape",2014,369.55396555021,647.02301576348,199.249075192213
"Western Cape",2014,264.883044062989,463.022077373763,130.412627555055
"Eastern Cape",2015,525.344979802072,912.603443679274,296.258541211566
"Free State",2015,595.334695023399,1045.94842310287,311.795365604555
"Gauteng",2015,425.146483730611,729.173160289974,213.694215999175
"KwaZulu-Natal",2015,582.234884106299,1014.34671949685,300.377181660742
"Limpopo",2015,351.838168946791,615.148740733405,206.130422938119
"Mpumalanga",2015,592.560204390301,1061.62097420275,300.095250232874
"North-West",2015,537.295036492649,930.178234948747,299.828489381378
"Northern Cape",2015,375.549600106824,664.312670145806,193.416168466688
"Western Cape",2015,286.793735752622,500.69912167174,139.547623997628
"Eastern Cape",2016,527.861902507502,923.558834195463,288.488049864969
"Free State",2016,610.83819464869,1073.58057457381,314.928722448142
"Gauteng",2016,434.757744528798,743.90960133598,216.790743300571
"KwaZulu-Natal",2016,590.307538790956,1029.41836575801,300.483921387971
"Limpopo",2016,351.361410196525,622.262734415702,201.657865961225
"Mpumalanga",2016,617.424789934158,1110.47122608283,305.860406614425
"North-West",2016,533.015551764022,921.890155280715,294.98575157977
"Northern Cape",2016,393.805328882892,697.806193778316,194.514117410962
"Western Cape",2016,310.563040735722,535.879342837405,152.330962065094
"Eastern Cape",2017,511.089082539232,890.898176250732,277.325972603724
"Free State",2017,595.452486120959,1039.55143640397,309.602328639403
"Gauteng",2017,419.712320848224,712.694790961166,211.157114065823
"KwaZulu-Natal",2017,572.717700949872,983.124824794487,293.139963974215
"Limpopo",2017,335.751847857526,591.096750393281,192.709513535795
"Mpumalanga",2017,611.221046819844,1087.94105736261,304.363662431461
"North-West",2017,503.233144453857,866.630654343055,280.356880427502
"Northern Cape",2017,393.019360450225,693.179581386649,192.242097226217
"Western Cape",2017,324.462252003825,552.664078275158,161.774754094119
"Eastern Cape",2018,459.343752914375,789.042527780217,251.156512900186
"Free State",2018,532.284900527618,919.633995254042,281.779786263972
"Gauteng",2018,366.246784472672,619.329616634187,189.688055856534
"KwaZulu-Natal",2018,518.607727519849,870.344780154118,273.1193491007
"Limpopo",2018,300.573151100946,520.293935790689,174.328134656164
"Mpumalanga",2018,551.198660306588,970.865940821804,282.390405034703
"North-West",2018,445.521861804583,755.634541358588,252.399026253591
"Northern Cape",2018,356.471343875813,632.644383863659,175.778310700221
"Western Cape",2018,311.900055130423,533.432711000548,157.71346614623
"Eastern Cape",2019,429.823706630141,740.164766101338,236.557952146234
"Free State",2019,495.674952168846,853.760243420581,264.47080166586
"Gauteng",2019,333.046039746226,566.264690095044,173.920455337336
"KwaZulu-Natal",2019,487.267264496834,814.469952168511,259.026207497711
"Limpopo",2019,281.654602574284,483.554793451523,163.101238291734
"Mpumalanga",2019,508.812814624646,894.476101901619,261.664114244249
"North-West",2019,413.932742983384,700.11057112549,234.947992127759
"Northern Cape",2019,327.539065776789,591.39238895269,161.284541814092
"Western Cape",2019,297.90352245514,517.757179660115,149.071770346157
