"region_name","year","val_rate","upper_rate","lower_rate"
"Eastern Cape",2007,1471.21665054024,1917.40046226648,1142.8900526172
"Free State",2007,1520.60403317353,2011.97156077062,1174.56367420807
"Gauteng",2007,1100.61566957819,1452.74377686853,825.137349951079
"KwaZulu-Natal",2007,1701.26829989091,2179.41793953988,1337.91710139421
"Limpopo",2007,1210.17285281999,1614.74175625785,907.516008304156
"Mpumalanga",2007,1611.55093226988,2134.62557138926,1208.42588140229
"North-West",2007,1416.47280123747,1879.48775985772,1065.57085349905
"Northern Cape",2007,1232.41351021755,1687.17898980117,913.066000855275
"Western Cape",2007,860.921530073365,1272.53539330384,524.224426799359
"Eastern Cape",2008,1444.67606185767,1862.78527049271,1128.96297090483
"Free State",2008,1488.09119785582,1965.18719761285,1152.07982859148
"Gauteng",2008,1085.74230139824,1423.88152818955,819.519839904626
"KwaZulu-Natal",2008,1663.72930651016,2121.32722075031,1308.72419317386
"Limpopo",2008,1211.80978435072,1608.5928195235,908.634995825546
"Mpumalanga",2008,1592.98011658523,2088.29223722653,1200.94145754989
"North-West",2008,1397.2802540516,1841.39135579396,1059.06024146568
"Northern Cape",2008,1219.61740157246,1648.28564394205,909.669185799827
"Western Cape",2008,846.691758511581,1229.36051539333,523.570803370272
"Eastern Cape",2009,1415.51674957407,1807.19198788352,1108.461564791
"Free State",2009,1448.92100801524,1915.17806790961,1119.00726934412
"Gauteng",2009,1067.27116852273,1387.82667370671,804.413475093899
"KwaZulu-Natal",2009,1622.55467960004,2060.30577896514,1271.15678808211
"Limpopo",2009,1207.69086874821,1591.01687915239,906.212399718702
"Mpumalanga",2009,1569.48020538476,2049.00700117933,1178.83602897095
"North-West",2009,1377.34359654214,1807.74559119738,1041.19211205683
"Northern Cape",2009,1201.10355736591,1614.92092595345,897.077996474566
"Western Cape",2009,829.514758949535,1199.87286562136,515.715840228801
"Eastern Cape",2010,1388.97017853829,1770.7218474222,1084.95426969404
"Free State",2010,1407.92535950123,1872.47888406619,1081.03817384952
"Gauteng",2010,1047.74374636014,1364.82599004829,785.85857646789
"KwaZulu-Natal",2010,1585.90812288637,2020.20568568517,1233.05326559155
"Limpopo",2010,1197.49319395599,1584.88567242753,889.67104674261
"Mpumalanga",2010,1544.45851372695,2023.70943125522,1156.80456996646
"North-West",2010,1361.56396876915,1787.94193183983,1031.54419177772
"Northern Cape",2010,1178.5463989287,1585.04730633707,882.413966709033
"Western Cape",2010,810.594654958188,1173.18280363756,504.140311178042
"Eastern Cape",2011,1362.5848725374,1707.65895084934,1069.58317152591
"Free State",2011,1345.52809348035,1768.53296083716,1045.08494556295
"Gauteng",2011,1018.18007793249,1312.95303497276,767.635818769341
"KwaZulu-Natal",2011,1542.98790256068,1944.75685816365,1206.3437341521
"Limpopo",2011,1171.65450064519,1529.27918071505,882.883230355551
"Mpumalanga",2011,1502.52869527972,1945.70517211108,1137.2302062016
"North-West",2011,1345.4647931293,1746.06853109785,1027.87193784531
"Northern Cape",2011,1135.27809367353,1495.82001605777,862.363228555896
"Western Cape",2011,785.68282489834,1119.36700608343,493.852646924051
"Eastern Cape",2012,1328.71237813602,1651.44336799523,1048.83486233784
"Free State",2012,1252.57518764693,1621.66703981349,977.65092055285
"Gauteng",2012,974.178629737793,1242.60903267089,743.279243125757
"KwaZulu-Natal",2012,1484.40927117705,1864.83019603128,1163.7581843646
"Limpopo",2012,1124.76773991823,1451.90692935045,859.010968834028
"Mpumalanga",2012,1436.30817877287,1837.72725875834,1095.22707516857
"North-West",2012,1323.37660234116,1696.12732626443,1015.76639737371
"Northern Cape",2012,1064.99122038734,1381.42883741135,826.111280085288
"Western Cape",2012,751.800707251126,1057.9116053571,478.272492284007
"Eastern Cape",2013,1291.64478859978,1594.7300078859,1030.68299055317
"Free State",2013,1150.19753590938,1472.27997716163,904.684574515043
"Gauteng",2013,924.36313974853,1169.97074660146,707.718841212849
"KwaZulu-Natal",2013,1422.34670653487,1785.29500690996,1119.29018639306
"Limpopo",2013,1068.41175944255,1365.82941299909,822.231466276755
"Mpumalanga",2013,1362.46384484173,1731.36646671888,1044.34421340743
"North-West",2013,1298.94072799389,1652.80329648291,1002.33280099153
"Northern Cape",2013,985.273007278161,1258.74376120618,769.822467854662
"Western Cape",2013,713.833893483141,988.59719696031,457.023152989357
"Eastern Cape",2014,1256.3314881983,1554.49446338047,1002.97315356606
"Free State",2014,1060.65711449857,1348.04333470922,839.090592988022
"Gauteng",2014,878.129061779235,1105.12031543268,677.191422806864
"KwaZulu-Natal",2014,1370.10977612753,1718.72916518216,1075.11092499144
"Limpopo",2014,1015.05845602727,1287.1376204122,790.158078422684
"Mpumalanga",2014,1298.65002386501,1653.41081727483,996.140778489448
"North-West",2014,1276.53754334106,1624.74315580373,992.13479887851
"Northern Cape",2014,913.953189316729,1165.63127276945,722.176725287104
"Western Cape",2014,676.927741280771,933.211346109128,435.697032741139
"Eastern Cape",2015,1228.29573989102,1532.6642946102,976.87219382989
"Free State",2015,1007.58230327003,1277.88004561973,796.116394039157
"Gauteng",2015,845.855845300386,1063.39510882811,650.576218078668
"KwaZulu-Natal",2015,1342.37748249493,1702.44991248051,1046.54131959803
"Limpopo",2015,977.938574678583,1244.49703469053,758.916010592827
"Mpumalanga",2015,1263.6605362726,1618.64563132304,969.171872880926
"North-West",2015,1261.35748552786,1611.86024772515,981.451386956102
"Northern Cape",2015,869.213045059868,1110.0785965715,686.654971493149
"Western Cape",2015,646.536899503647,892.404237123574,417.133875951309
"Eastern Cape",2016,1212.08987624931,1497.56733773686,971.480336406194
"Free State",2016,988.943404231803,1239.87503736743,784.815125787497
"Gauteng",2016,828.33958257144,1030.32127624577,647.67258933878
"KwaZulu-Natal",2016,1343.71516542308,1694.11892373762,1049.02342747711
"Limpopo",2016,958.929853925589,1213.00141807397,748.063138739939
"Mpumalanga",2016,1261.4282743503,1611.1575573115,975.894144272034
"North-West",2016,1261.2974404091,1593.45474208758,994.216067606708
"Northern Cape",2016,848.329678329994,1074.53996624946,673.284839729108
"Western Cape",2016,618.76107907886,844.279376992551,402.962287009281
"Eastern Cape",2017,1203.19163988656,1503.10559343494,961.185957307916
"Free State",2017,981.207622928774,1233.88379865389,774.359896880851
"Gauteng",2017,816.917956810602,1020.44833444898,639.77646651723
"KwaZulu-Natal",2017,1347.48893680852,1712.18753092647,1039.28678205798
"Limpopo",2017,947.220485325816,1214.29934221821,735.742682641673
"Mpumalanga",2017,1264.00942042815,1635.7180872413,975.452986394095
"North-West",2017,1263.57090192824,1613.97788609247,991.025561739915
"Northern Cape",2017,836.966348725898,1065.54230338867,660.346498500237
"Western Cape",2017,601.799717767152,824.252939165779,392.32903283961
"Eastern Cape",2018,1197.49987606632,1497.9985468928,951.163306947787
"Free State",2018,983.672784837772,1238.77698007897,774.034898616268
"Gauteng",2018,812.518548035,1018.46092867339,635.732583135435
"KwaZulu-Natal",2018,1336.50676967513,1699.31523824118,1033.22274995537
"Limpopo",2018,941.301289432661,1205.43947954672,736.109943985097
"Mpumalanga",2018,1255.22178711786,1632.86471394263,965.378639659749
"North-West",2018,1253.29821676123,1603.3318930099,992.99097676155
"Northern Cape",2018,838.766948959528,1076.87750442375,654.066872509287
"Western Cape",2018,609.123015776057,836.907815650026,394.541749336429
"Eastern Cape",2019,1194.90387014979,1517.35975476512,944.103984699273
"Free State",2019,996.800824420119,1281.24799944849,773.437756539118
"Gauteng",2019,815.176210747111,1037.32097955629,635.566331570286
"KwaZulu-Natal",2019,1315.5176007211,1705.63964215427,1011.82256382632
"Limpopo",2019,941.459827124466,1230.73996253946,724.377773177068
"Mpumalanga",2019,1239.39006366113,1633.25590017099,938.794917928076
"North-West",2019,1234.19483355938,1604.30072638643,962.174706840837
"Northern Cape",2019,853.287098433179,1124.68639595933,654.375035895115
"Western Cape",2019,635.529399023758,893.223485553783,404.50052388738
