"year","sex","expected_total_pop","region_name"
2008,"Male",1172405.22072624,"North-West"
2009,"Female",1084771.49915599,"North-West"
2009,"Male",1158578.09425729,"North-West"
2010,"Female",1070701.39767706,"North-West"
2010,"Male",1143405.38386434,"North-West"
2011,"Female",1056149.51918733,"North-West"
2011,"Male",1129265.1537617,"North-West"
2012,"Female",1042532.1986409,"North-West"
2012,"Male",1115455.51580093,"North-West"
2013,"Female",1029816.79500216,"North-West"
2013,"Male",1102044.73165376,"North-West"
2014,"Female",1017926.24551776,"North-West"
2014,"Male",1089318.02946781,"North-West"
2015,"Female",1006818.39020062,"North-West"
2015,"Male",1077308.613335,"North-West"
2016,"Female",996576.806309936,"North-West"
2016,"Male",1065991.59660587,"North-West"
2017,"Female",987649.259875895,"North-West"
2017,"Male",1055795.4113699,"North-West"
2018,"Female",980126.94044129,"North-West"
2018,"Male",1047047.78355812,"North-West"
2019,"Female",973815.593457805,"North-West"
2019,"Male",1039722.56786333,"North-West"
1990,"Female",1278997.30929127,"Limpopo"
1990,"Male",951687.937825516,"Limpopo"
1991,"Female",1304708.38788244,"Limpopo"
1991,"Male",983077.413705639,"Limpopo"
1992,"Female",1330849.55689098,"Limpopo"
1992,"Male",1014442.15858431,"Limpopo"
1993,"Female",1357616.06814909,"Limpopo"
1993,"Male",1046026.00588593,"Limpopo"
1994,"Female",1385258.60013717,"Limpopo"
1994,"Male",1077930.04741301,"Limpopo"
1995,"Female",1414212.80613998,"Limpopo"
1995,"Male",1109561.01577441,"Limpopo"
1996,"Female",1445219.45738861,"Limpopo"
1996,"Male",1141215.34679366,"Limpopo"
1997,"Female",1478963.63367954,"Limpopo"
1997,"Male",1172502.04456285,"Limpopo"
1998,"Female",1513300.18409172,"Limpopo"
1998,"Male",1202710.57559379,"Limpopo"
1999,"Female",1547079.68378035,"Limpopo"
1999,"Male",1231817.06339919,"Limpopo"
2000,"Female",1578715.3097492,"Limpopo"
2000,"Male",1259402.38286508,"Limpopo"
2001,"Female",1606743.64946895,"Limpopo"
2001,"Male",1285802.50437629,"Limpopo"
2002,"Female",1630534.13053508,"Limpopo"
2002,"Male",1310601.54567088,"Limpopo"
2003,"Female",1649547.22991525,"Limpopo"
2003,"Male",1333007.54542793,"Limpopo"
2004,"Female",1663890.33906502,"Limpopo"
2004,"Male",1352681.95623003,"Limpopo"
2005,"Female",1673979.29266403,"Limpopo"
2005,"Male",1369704.36752294,"Limpopo"
2006,"Female",1677684.2698463,"Limpopo"
2006,"Male",1383317.50870628,"Limpopo"
2007,"Female",1678153.88629443,"Limpopo"
2007,"Male",1394448.06871059,"Limpopo"
2008,"Female",1676196.27210528,"Limpopo"
2008,"Male",1403639.76421231,"Limpopo"
2009,"Female",1672988.10459548,"Limpopo"
2009,"Male",1411689.37165933,"Limpopo"
2010,"Female",1669791.91197914,"Limpopo"
2010,"Male",1419884.10873782,"Limpopo"
2011,"Female",1662031.78208563,"Limpopo"
2011,"Male",1423139.64196505,"Limpopo"
2012,"Female",1654809.13181858,"Limpopo"
2012,"Male",1428249.00036087,"Limpopo"
2013,"Female",1648365.68272082,"Limpopo"
2013,"Male",1435045.84667807,"Limpopo"
2014,"Female",1642896.99007586,"Limpopo"
2014,"Male",1443335.32613897,"Limpopo"
2015,"Female",1638500.57831888,"Limpopo"
2015,"Male",1452757.74635175,"Limpopo"
2016,"Female",1635413.70794825,"Limpopo"
2016,"Male",1462841.84775483,"Limpopo"
2017,"Female",1633568.69406568,"Limpopo"
2017,"Male",1472913.84057794,"Limpopo"
2018,"Female",1632914.55662359,"Limpopo"
2018,"Male",1483244.95439633,"Limpopo"
2019,"Female",1633407.89766419,"Limpopo"
2019,"Male",1494113.81591566,"Limpopo"
1990,"Female",2316262.29898367,"KwaZulu-Natal"
1990,"Male",2002558.34270953,"KwaZulu-Natal"
1991,"Female",2375407.20881496,"KwaZulu-Natal"
1991,"Male",2054928.49298671,"KwaZulu-Natal"
1992,"Female",2435274.17160332,"KwaZulu-Natal"
1992,"Male",2107349.72549214,"KwaZulu-Natal"
1993,"Female",2495522.46114969,"KwaZulu-Natal"
1993,"Male",2160314.60459497,"KwaZulu-Natal"
1994,"Female",2557067.1979194,"KwaZulu-Natal"
1994,"Male",2213914.83048745,"KwaZulu-Natal"
1995,"Female",2619617.1648871,"KwaZulu-Natal"
1995,"Male",2268620.82474264,"KwaZulu-Natal"
1996,"Female",2685372.29051526,"KwaZulu-Natal"
1996,"Male",2326526.89880064,"KwaZulu-Natal"
1997,"Female",2754339.35617875,"KwaZulu-Natal"
1997,"Male",2385511.09660617,"KwaZulu-Natal"
1998,"Female",2822909.93345805,"KwaZulu-Natal"
1998,"Male",2442749.2967396,"KwaZulu-Natal"
1999,"Female",2890416.51645822,"KwaZulu-Natal"
1999,"Male",2499528.34633947,"KwaZulu-Natal"
2000,"Female",2955043.84563336,"KwaZulu-Natal"
2000,"Male",2556197.86856065,"KwaZulu-Natal"
2001,"Female",3013817.21634666,"KwaZulu-Natal"
2001,"Male",2610778.44405463,"KwaZulu-Natal"
2002,"Female",3065635.28284927,"KwaZulu-Natal"
2002,"Male",2661162.08224727,"KwaZulu-Natal"
2003,"Female",3109172.54126252,"KwaZulu-Natal"
2003,"Male",2706546.94561048,"KwaZulu-Natal"
2004,"Female",3145113.68881412,"KwaZulu-Natal"
2004,"Male",2747092.46041106,"KwaZulu-Natal"
2005,"Female",3175256.85449247,"KwaZulu-Natal"
2005,"Male",2783542.01091736,"KwaZulu-Natal"
2006,"Female",3195937.80891723,"KwaZulu-Natal"
2006,"Male",2814273.12169571,"KwaZulu-Natal"
2007,"Female",3213922.48300252,"KwaZulu-Natal"
2007,"Male",2842060.80462581,"KwaZulu-Natal"
2008,"Female",3229759.41411,"KwaZulu-Natal"
2008,"Male",2866745.41914418,"KwaZulu-Natal"
2009,"Female",3244820.40473553,"KwaZulu-Natal"
2009,"Male",2888899.03850127,"KwaZulu-Natal"
2010,"Female",3259915.76380384,"KwaZulu-Natal"
2010,"Male",2909799.68605566,"KwaZulu-Natal"
2011,"Female",3272785.15248253,"KwaZulu-Natal"
2011,"Male",2931488.91615685,"KwaZulu-Natal"
2012,"Female",3286057.44214588,"KwaZulu-Natal"
2012,"Male",2954684.64938239,"KwaZulu-Natal"
2013,"Female",3299955.1697915,"KwaZulu-Natal"
2013,"Male",2979401.29574612,"KwaZulu-Natal"
2014,"Female",3314276.63983972,"KwaZulu-Natal"
2014,"Male",3005646.10195774,"KwaZulu-Natal"
2015,"Female",3328547.24129809,"KwaZulu-Natal"
2015,"Male",3032678.12545829,"KwaZulu-Natal"
2016,"Female",3342778.72053804,"KwaZulu-Natal"
2016,"Male",3059609.170066,"KwaZulu-Natal"
2017,"Female",3358182.77389882,"KwaZulu-Natal"
2017,"Male",3086443.47435856,"KwaZulu-Natal"
2018,"Female",3375571.00808851,"KwaZulu-Natal"
2018,"Male",3114103.48962233,"KwaZulu-Natal"
2019,"Female",3393894.53127663,"KwaZulu-Natal"
2019,"Male",3142312.50873501,"KwaZulu-Natal"
1990,"Female",250106.188215152,"Northern Cape"
1990,"Male",248063.875486409,"Northern Cape"
1991,"Female",252969.657480751,"Northern Cape"
1991,"Male",250030.014627854,"Northern Cape"
1992,"Female",255347.201512492,"Northern Cape"
1992,"Male",251462.832712337,"Northern Cape"
1993,"Female",257318.489005109,"Northern Cape"
1993,"Male",252529.532301195,"Northern Cape"
1994,"Female",258843.225928224,"Northern Cape"
1994,"Male",253210.366526376,"Northern Cape"
1995,"Female",259832.775465955,"Northern Cape"
1995,"Male",253366.523006682,"Northern Cape"
1996,"Female",260440.226651101,"Northern Cape"
1996,"Male",252937.163248224,"Northern Cape"
1997,"Female",260094.180440078,"Northern Cape"
1997,"Male",251731.093838398,"Northern Cape"
1998,"Female",259112.237920431,"Northern Cape"
1998,"Male",250112.086729815,"Northern Cape"
1999,"Female",258310.059649481,"Northern Cape"
1999,"Male",248725.311822421,"Northern Cape"
2000,"Female",258243.945531332,"Northern Cape"
2000,"Male",248286.943090247,"Northern Cape"
2001,"Female",259599.339590047,"Northern Cape"
2001,"Male",249488.728245998,"Northern Cape"
2002,"Female",263279.503486889,"Northern Cape"
2002,"Male",252891.90504061,"Northern Cape"
2003,"Female",268856.125252404,"Northern Cape"
2003,"Male",258202.700866319,"Northern Cape"
2004,"Female",275980.046803417,"Northern Cape"
2004,"Male",265230.181198735,"Northern Cape"
2005,"Female",284577.470831352,"Northern Cape"
2005,"Male",273843.852023587,"Northern Cape"
2006,"Female",294089.896665034,"Northern Cape"
2006,"Male",283605.831554897,"Northern Cape"
2007,"Female",304907.764453614,"Northern Cape"
2007,"Male",294684.702184924,"Northern Cape"
2008,"Female",316817.779519449,"Northern Cape"
2008,"Male",306931.633356737,"Northern Cape"
2009,"Female",329693.741187696,"Northern Cape"
2009,"Male",320162.828419324,"Northern Cape"
2010,"Female",343359.803030327,"Northern Cape"
2010,"Male",334128.992220833,"Northern Cape"
2011,"Female",357049.410808285,"Northern Cape"
2011,"Male",349024.183001418,"Northern Cape"
2012,"Female",370737.875955911,"Northern Cape"
2012,"Male",364086.712595317,"Northern Cape"
2013,"Female",384317.670576086,"Northern Cape"
2013,"Male",379142.384268221,"Northern Cape"
2014,"Female",397624.298000117,"Northern Cape"
2014,"Male",394050.989151109,"Northern Cape"
2015,"Female",410598.430951377,"Northern Cape"
2015,"Male",408746.647246624,"Northern Cape"
2016,"Female",423299.297401217,"Northern Cape"
2016,"Male",423245.791547499,"Northern Cape"
2017,"Female",435819.506693884,"Northern Cape"
2017,"Male",437570.469283391,"Northern Cape"
2018,"Female",448202.965219168,"Northern Cape"
2018,"Male",451688.329392061,"Northern Cape"
2019,"Female",460459.674824317,"Northern Cape"
2019,"Male",465611.741659289,"Northern Cape"
1990,"Female",1727664.48256735,"Eastern Cape"
1990,"Male",1314899.20452127,"Eastern Cape"
1991,"Female",1759389.50943285,"Eastern Cape"
1991,"Male",1352732.32308073,"Eastern Cape"
1992,"Female",1789223.75791264,"Eastern Cape"
1992,"Male",1389640.07819094,"Eastern Cape"
1993,"Female",1817358.95334433,"Eastern Cape"
1993,"Male",1426258.49157208,"Eastern Cape"
1994,"Female",1843700.57197151,"Eastern Cape"
1994,"Male",1462007.50837804,"Eastern Cape"
1995,"Female",1868386.6080844,"Eastern Cape"
1995,"Male",1495863.47697379,"Eastern Cape"
1996,"Female",1891843.63230775,"Eastern Cape"
1996,"Male",1526722.48056397,"Eastern Cape"
1997,"Female",1913119.66755587,"Eastern Cape"
1997,"Male",1554234.51956308,"Eastern Cape"
1998,"Female",1930573.26207233,"Eastern Cape"
1998,"Male",1577948.84083256,"Eastern Cape"
1999,"Female",1945258.65733755,"Eastern Cape"
1999,"Male",1598172.42258147,"Eastern Cape"
2000,"Female",1957659.10458691,"Eastern Cape"
2000,"Male",1616043.62897264,"Eastern Cape"
2001,"Female",1968252.34018091,"Eastern Cape"
2001,"Male",1632745.57437223,"Eastern Cape"
2002,"Female",1978685.55115099,"Eastern Cape"
2002,"Male",1648872.52376466,"Eastern Cape"
2003,"Female",1987525.2961104,"Eastern Cape"
2003,"Male",1663505.42875409,"Eastern Cape"
2004,"Female",1994470.6299015,"Eastern Cape"
2004,"Male",1676426.34711651,"Eastern Cape"
2005,"Female",1999564.84071857,"Eastern Cape"
2005,"Male",1687600.89113068,"Eastern Cape"
2006,"Female",1999979.22755442,"Eastern Cape"
2006,"Male",1696254.00186109,"Eastern Cape"
2007,"Female",2000849.29395702,"Eastern Cape"
2007,"Male",1703968.08618052,"Eastern Cape"
2008,"Female",2002372.92098579,"Eastern Cape"
2008,"Male",1711940.70927817,"Eastern Cape"
2009,"Female",2004263.65494457,"Eastern Cape"
2009,"Male",1720325.56053304,"Eastern Cape"
2010,"Female",2006164.90534258,"Eastern Cape"
2010,"Male",1729569.24377145,"Eastern Cape"
2011,"Female",2001863.51479318,"Eastern Cape"
2011,"Male",1731942.5313137,"Eastern Cape"
2012,"Female",1999877.06614206,"Eastern Cape"
2012,"Male",1738030.06018274,"Eastern Cape"
2013,"Female",1999293.27521356,"Eastern Cape"
2013,"Male",1746477.07093911,"Eastern Cape"
2014,"Female",1998790.25965188,"Eastern Cape"
2014,"Male",1755539.26319601,"Eastern Cape"
2015,"Female",1998280.01642883,"Eastern Cape"
2015,"Male",1764477.66214031,"Eastern Cape"
2016,"Female",1998162.6533518,"Eastern Cape"
2016,"Male",1773760.33971686,"Eastern Cape"
2017,"Female",1998479.97431136,"Eastern Cape"
2017,"Male",1783290.87017106,"Eastern Cape"
2018,"Female",1999586.61213904,"Eastern Cape"
2018,"Male",1793271.33065473,"Eastern Cape"
2019,"Female",2001435.71282614,"Eastern Cape"
2019,"Male",1803901.47632667,"Eastern Cape"
1990,"Female",1957830.16207015,"Gauteng"
1990,"Male",2261298.33213709,"Gauteng"
1991,"Female",2025723.16907397,"Gauteng"
1991,"Male",2322821.83720281,"Gauteng"
1992,"Female",2098134.02800668,"Gauteng"
1992,"Male",2386787.00518658,"Gauteng"
1993,"Female",2176253.07453003,"Gauteng"
1993,"Male",2455365.5873202,"Gauteng"
1994,"Female",2261249.45489964,"Gauteng"
1994,"Male",2530126.40550415,"Gauteng"
1995,"Female",2352792.2874691,"Gauteng"
1995,"Male",2610690.50202549,"Gauteng"
1996,"Female",2453188.20979306,"Gauteng"
1996,"Male",2697988.03913857,"Gauteng"
1997,"Female",2564055.38114614,"Gauteng"
1997,"Male",2790244.81251846,"Gauteng"
1998,"Female",2681594.78512355,"Gauteng"
1998,"Male",2887537.61739448,"Gauteng"
1999,"Female",2804578.14242085,"Gauteng"
1999,"Male",2991643.08364115,"Gauteng"
2000,"Female",2930894.3083491,"Gauteng"
2000,"Male",3100931.49048665,"Gauteng"
2001,"Female",3057460.9682109,"Gauteng"
2001,"Male",3214734.24077591,"Gauteng"
2002,"Female",3181901.20328706,"Gauteng"
2002,"Male",3330569.56655322,"Gauteng"
2003,"Female",3303722.56380263,"Gauteng"
2003,"Male",3448322.76686508,"Gauteng"
2004,"Female",3422832.27702596,"Gauteng"
2004,"Male",3567698.92330376,"Gauteng"
2005,"Female",3539826.42627286,"Gauteng"
2005,"Male",3688731.38454374,"Gauteng"
2006,"Female",3650120.57142229,"Gauteng"
2006,"Male",3808372.3159299,"Gauteng"
2007,"Female",3758544.34945777,"Gauteng"
2007,"Male",3927784.10439312,"Gauteng"
2008,"Female",3865128.05986964,"Gauteng"
2008,"Male",4044907.52767759,"Gauteng"
2009,"Female",3969466.53132744,"Gauteng"
2009,"Male",4158034.56692559,"Gauteng"
2010,"Female",4071642.52290776,"Gauteng"
2010,"Male",4266424.16822828,"Gauteng"
2011,"Female",4168311.75062767,"Gauteng"
2011,"Male",4377999.49355736,"Gauteng"
2012,"Female",4260288.29340526,"Gauteng"
2012,"Male",4481622.67281332,"Gauteng"
2013,"Female",4348143.04992467,"Gauteng"
2013,"Male",4577737.07494562,"Gauteng"
2014,"Female",4431635.63945475,"Gauteng"
2014,"Male",4667220.31252297,"Gauteng"
2015,"Female",4510401.92733479,"Gauteng"
2015,"Male",4750378.98489381,"Gauteng"
2016,"Female",4584939.35346886,"Gauteng"
2016,"Male",4828158.07689936,"Gauteng"
2017,"Female",4657591.93085307,"Gauteng"
2017,"Male",4903127.99523172,"Gauteng"
2018,"Female",4729632.75205153,"Gauteng"
2018,"Male",4976626.69540601,"Gauteng"
2019,"Female",4801665.58060632,"Gauteng"
2019,"Male",5049827.08653818,"Gauteng"
1990,"Female",750297.592680884,"Free State"
1990,"Male",815510.05581202,"Free State"
1991,"Female",766147.111677645,"Free State"
1991,"Male",822594.148187781,"Free State"
1992,"Female",781402.611722999,"Free State"
1992,"Male",828282.959439554,"Free State"
1993,"Female",796055.219460692,"Free State"
1993,"Male",832910.664364663,"Free State"
1994,"Female",810237.454178709,"Free State"
1994,"Male",836917.053879028,"Free State"
1995,"Female",824039.680485458,"Free State"
1995,"Male",839968.372591661,"Free State"
1996,"Female",838206.720492335,"Free State"
1996,"Male",841389.258848262,"Free State"
1997,"Female",852205.145046531,"Free State"
1997,"Male",840765.031032484,"Free State"
1998,"Female",864643.704812576,"Free State"
1998,"Male",838899.937382029,"Free State"
1999,"Female",875769.76911316,"Free State"
1999,"Male",836380.453742025,"Free State"
2000,"Female",885286.692203562,"Free State"
2000,"Male",833809.150198232,"Free State"
2001,"Female",892969.092456194,"Free State"
2001,"Male",832141.950184383,"Free State"
2002,"Female",899065.422039354,"Free State"
2002,"Male",832071.912130443,"Free State"
2003,"Female",902901.653378389,"Free State"
2003,"Male",832687.160755862,"Free State"
2004,"Female",904362.037646395,"Free State"
2004,"Male",833438.582932433,"Free State"
2005,"Female",904106.823489064,"Free State"
2005,"Male",834552.651978684,"Free State"
2006,"Female",901472.384565748,"Free State"
2006,"Male",835504.547337408,"Free State"
2007,"Female",898715.957042355,"Free State"
2007,"Male",836984.339247537,"Free State"
2008,"Female",895713.210247522,"Free State"
2008,"Male",838161.306345307,"Free State"
2009,"Female",892448.214418167,"Free State"
2009,"Male",838899.700535193,"Free State"
2010,"Female",889208.405443753,"Free State"
2010,"Male",839456.840237321,"Free State"
2011,"Female",885520.493685222,"Free State"
2011,"Male",841051.684638549,"Free State"
2012,"Female",882473.544774651,"Free State"
2012,"Male",843161.716272188,"Free State"
2013,"Female",879981.825797562,"Free State"
2013,"Male",845604.706577586,"Free State"
2014,"Female",877527.707272349,"Free State"
2014,"Male",847950.619212557,"Free State"
2015,"Female",875093.511451673,"Free State"
2015,"Male",850087.707144671,"Free State"
2016,"Female",872854.049679143,"Free State"
2016,"Male",851876.604793883,"Free State"
2017,"Female",871234.130464759,"Free State"
2017,"Male",853470.697367121,"Free State"
2018,"Female",870414.464239763,"Free State"
2018,"Male",855241.02264661,"Free State"
2019,"Female",870256.538360763,"Free State"
2019,"Male",857377.470377364,"Free State"
