measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,North-West,Female,35-39 years,All causes,Rate,1992,553.5846018062899,674.285080704646,460.53440392644546
Deaths,North-West,Male,40-44 years,All causes,Number,1992,701.4750582791867,830.4956483702706,590.1698681985928
Deaths,North-West,Female,40-44 years,All causes,Number,1992,405.3502630933856,488.6391069820231,339.7481486977722
Deaths,North-West,Male,40-44 years,All causes,Rate,1992,896.6915148467016,1061.6177898578144,754.4107333339471
Deaths,North-West,Female,40-44 years,All causes,Rate,1992,554.5167368887048,668.4553774606964,464.7734365389165
Deaths,North-West,Male,45-49 years,All causes,Number,1992,585.4644027707388,705.789261322213,481.61032524431164
Deaths,North-West,Female,45-49 years,All causes,Number,1992,343.2830209652336,414.3086491897533,286.14410990089476
Deaths,North-West,Male,45-49 years,All causes,Rate,1992,946.7061353205145,1141.2735270921708,778.7722833100071
Deaths,North-West,Female,45-49 years,All causes,Rate,1992,560.6323354550912,676.6277718641352,467.31597781733467
Deaths,North-West,Male,50-54 years,All causes,Number,1992,542.5571018950801,654.8312198337514,446.3892626218589
Deaths,North-West,Female,50-54 years,All causes,Number,1992,318.6660251084492,383.9988039628214,267.7191315250079
Deaths,North-West,Male,50-54 years,All causes,Rate,1992,1132.180758183504,1366.4687170512364,931.5025681811564
Deaths,North-West,Female,50-54 years,All causes,Rate,1992,654.557203761602,788.7542554439697,549.90953637074
Deaths,North-West,Male,55-59 years,All causes,Number,1992,489.9637151491564,592.5631698765682,401.95271528532294
Deaths,North-West,Female,55-59 years,All causes,Number,1992,301.94964387074015,360.5949475664315,257.11701397252256
Deaths,North-West,Male,55-59 years,All causes,Rate,1992,1357.0959164246515,1641.2747172886693,1113.3240516462588
Deaths,North-West,Female,55-59 years,All causes,Rate,1992,775.9936587319671,926.7088018230053,660.7763130205504
Deaths,Limpopo,Male,15-19 years,All causes,Number,1993,170.4037044017397,195.59080580007387,145.59956046127198
Deaths,Limpopo,Female,15-19 years,All causes,Number,1993,216.90515182105406,248.58160072215995,189.43372696693132
Deaths,Limpopo,Male,15-19 years,All causes,Rate,1993,60.01534790568071,68.88612133436715,51.27945021310362
Deaths,Limpopo,Female,15-19 years,All causes,Rate,1993,71.6341685892312,82.09549724758419,62.56157320426718
Deaths,Limpopo,Male,20-24 years,All causes,Number,1993,279.68984165846257,320.91275087822856,240.66878059674127
Deaths,Limpopo,Female,20-24 years,All causes,Number,1993,370.6613889698299,457.5243016126965,298.0985416764914
Deaths,Limpopo,Male,20-24 years,All causes,Rate,1993,134.23458591455244,154.01914482629707,115.5067839232204
Deaths,Limpopo,Female,20-24 years,All causes,Rate,1993,149.9314340060158,185.06722489775154,120.57997719394594
Deaths,Limpopo,Male,25-29 years,All causes,Number,1993,467.3763918120306,524.3493466172204,412.04203318147836
Deaths,Limpopo,Female,25-29 years,All causes,Number,1993,573.1602803083456,718.0468430639295,455.28918335715025
Deaths,Limpopo,Male,25-29 years,All causes,Rate,1993,322.87095938200963,362.22877226909594,284.6451144937639
Deaths,Limpopo,Female,25-29 years,All causes,Rate,1993,293.8157830192567,368.0881294248708,233.39221593707336
Deaths,Limpopo,Male,30-34 years,All causes,Number,1993,630.6779478176618,713.619407199824,552.4022220091917
Deaths,Limpopo,Female,30-34 years,All causes,Number,1993,623.4733112608982,765.3562161072452,503.47605264090754
Deaths,Limpopo,Male,30-34 years,All causes,Rate,1993,558.9661949723002,632.4767277517025,489.59087470740695
Deaths,Limpopo,Female,30-34 years,All causes,Rate,1993,385.3322417838616,473.02173355165155,311.1689827688984
Deaths,Limpopo,Male,35-39 years,All causes,Number,1993,586.9780056343413,677.6030984731782,502.7239006120662
Deaths,Limpopo,Female,35-39 years,All causes,Number,1993,510.3436132203915,618.5820511753972,413.6757233206443
Deaths,Limpopo,Male,35-39 years,All causes,Rate,1993,667.9780306868591,771.1089324655057,572.0972811360455
Deaths,Limpopo,Female,35-39 years,All causes,Rate,1993,398.2692526941095,482.7379139654757,322.8301813066083
Deaths,Limpopo,Male,40-44 years,All causes,Number,1993,523.2613617500793,613.4156923147441,438.5435730420108
Deaths,Limpopo,Female,40-44 years,All causes,Number,1993,429.93037676637067,517.3910493786796,350.3154645149386
Deaths,Limpopo,Male,40-44 years,All causes,Rate,1993,712.9457949762341,835.7814476221752,597.5174533591614
Deaths,Limpopo,Female,40-44 years,All causes,Rate,1993,424.00663888888613,510.26224638567464,345.4886899989724
Deaths,Limpopo,Male,45-49 years,All causes,Number,1993,411.66060283220435,491.74922911973204,336.67244318556857
Deaths,Limpopo,Female,45-49 years,All causes,Number,1993,368.21618933896764,442.317525380543,299.8412964148748
Deaths,Limpopo,Male,45-49 years,All causes,Rate,1993,761.1491385059855,909.2308069568448,622.4980926675008
